Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Calhoun County Public Library,"19,706",01-01-2023,12/31/2023,Port Lavaca,(361) 552-7323,"$5,12,435.00","$49,919.00","$23,356.00",$0.00,$0.00,Y,Y,"69,935",736,"22,592","5,207","1,03,338","53,839","4,524","48,089","7,268","74,080",Y,43,"6,104","61,250","1,986",50
Effie & Wilton Hebert Public Library,"13,614",10-01-2022,09/30/2023,Port Neches,(409) 722-4554,"$5,32,891.00","$26,221.00","$11,846.00",$0.00,$0.00,Y,Y,"44,813","1,099","51,003","19,516","1,19,342","95,533","6,623","14,876","8,655","46,880",Y,14,"3,333","26,105","2,966",52
Bell/Whittington Public Library,"28,026",10-01-2022,09/30/2023,Portland,(361) 777-4560,"$4,78,205.00","$30,329.00","$36,865.00",$0.00,$0.00,Y,Y,"34,901","1,806","23,307","5,257","70,038","38,990","28,334","17,834","30,422","79,171",Y,20,"5,995",0,"2,789",52
Post Public Library,"3,330",10-01-2022,09/30/2023,Post,(806) 990-2149,"$72,209.00","$13,537.00","$1,500.00",$0.00,$0.00,Y,Y,"16,320","1,205","70,147","25,204","1,13,294","8,317","1,004","3,363","8,593","23,663",Y,9,822,0,"1,693",51
Poteet Public Library,"6,824",10-01-2022,09/30/2023,Poteet,(830) 742-8917,"$64,959.00","$8,534.00",$0.00,$0.00,$0.00,Y,Y,"14,226",303,"15,037","4,292","34,321","5,472","5,597","1,212",135,"3,507",Y,14,709,0,592,52
Pottsboro Area Public Library,"4,142",10-01-2022,09/30/2023,Pottsboro,(903) 786-8274,"$50,531.00","$8,136.00","$1,500.00",$0.00,$0.00,Y,Y,"4,054",68,"48,411","14,175","67,752","10,982","2,721","2,585","1,106","4,876",Y,8,"1,727",0,"1,365",52
Tri-Community Library,"1,370",09-01-2022,08/31/2023,Prairie Lea,(512) 488-2164,"$46,644.00",$883.00,"$1,250.00",$0.00,$0.00,Y,Y,"9,200",45,"45,403","37,263","91,911","5,000",725,"1,368",0,"2,436",Y,4,75,0,"1,500",40
Presidio Public Library,"3,486",10-01-2022,09/30/2023,Presidio,(432) 229-3317,"$46,395.00","$3,565.00",$0.00,$0.00,$0.00,Y,Y,"18,671",92,0,0,"20,742","5,219","4,419","1,571",0,"2,292",Y,24,0,0,"1,996",51
Lois Nelson Public Library,"26,667",10-01-2022,09/30/2023,Princeton,(972) 736-3741,"$2,35,624.00","$12,770.00","$3,091.00",$0.00,$0.00,Y,Y,"10,117",138,"56,086","13,035","81,664","6,890","8,691","6,132","2,504","18,275",Y,13,"5,020","3,900","2,450",52
Prosper Community Library,"37,746",10-01-2022,09/30/2023,Prosper,(972) 569-1185,"$6,30,367.00","$39,738.00","$9,235.00",$0.00,$0.00,Y,Y,"27,406",545,"33,025","9,425","71,367","56,507","12,197","13,539","14,338","1,40,798",Y,9,"8,316","55,234","2,145",52
Thompson Sawyer Public Library,"3,516",01-01-2023,12/31/2023,Quanah,(940) 663-2654,"$19,716.00","$2,868.00",$0.00,$0.00,$0.00,Y,Y,"19,988",448,"10,678","1,201","32,718","2,918","1,470","3,028",338,"4,657",Y,5,674,0,"1,004",51
Caprock Public Library,"1,431",10-01-2022,09/30/2023,Quitaque,(806) 455-1225,"$43,415.00",$650.00,$0.00,$0.00,$0.00,Y,Y,"8,250",398,"5,982","1,941","17,760","2,103",266,"1,185",1,"2,340",Y,4,109,748,"1,743",50
Quitman Public Library,"6,722",10-01-2022,09/30/2023,Quitman,(903) 763-4191,"$88,978.00","$2,633.00","$1,500.00",$0.00,$0.00,Y,Y,"30,212","1,087","49,037","6,792","89,563","14,755","9,593","9,945","1,080","21,816",Y,8,"4,755",0,"1,544",48
Ranger City Library,"2,861",10-01-2022,09/30/2023,Ranger,(254) 647-1880,"$37,696.00",$672.00,$0.00,$0.00,$0.00,Y,Y,"11,017",486,0,0,"11,804","1,738","1,566","1,113",0,"1,262",Y,6,615,0,"2,000",50
Rankin Public Library,"1,673",01-01-2023,12/31/2023,Rankin,(432) 693-2881,"$78,966.00","$8,357.00",$0.00,$0.00,$0.00,Y,Y,"19,742",552,0,0,"20,473","18,457","1,256","7,320",0,"10,861",Y,5,"4,147",0,"1,936",51
Red Oak Public Library,"17,396",10-01-2022,09/30/2023,Red Oak,(469) 218-1230,"$2,03,120.00","$22,760.00","$4,997.00",$0.00,$0.00,Y,Y,"9,788",136,"32,327","8,846","52,432","12,662","3,495","9,350","4,989","25,530",Y,3,758,0,"1,904",52
Dennis M O'Connor Public Library,"6,632",10-01-2022,09/30/2023,Refugio,(361) 526-2608,"$1,00,156.00","$8,819.00","$1,000.00",$0.00,$0.00,Y,Y,"9,911",324,"4,736","3,639","19,563","6,416",958,"3,949","1,166","7,117",Y,6,851,0,"2,205",49
Rhome Community Library,"7,540",10-01-2022,09/30/2023,Rhome,(817) 636-2767,"$28,309.00","$1,330.00","$1,029.00",$0.00,"$19,567.00",Y,Y,"10,110",9,"25,307","5,157","41,593","3,681",660,"2,060",338,"8,236",Y,5,340,"2,226","1,200",50
Richardson Public Library,"1,18,802",10-01-2022,09/30/2023,Richardson,(972) 744-4350,"$34,34,055.00","$2,45,347.00","$2,10,527.00","$22,82,514.00","$22,82,514.00",Y,Y,"2,08,445","9,376","19,898","17,637","2,73,803","3,12,902","40,431","2,97,600","95,392","9,35,725",Y,38,"15,055","4,92,269","3,110",48
Richland Hills Public Library,"8,407",10-01-2022,09/30/2023,Richland Hills,(817) 616-3760,"$3,23,603.00","$18,800.00","$6,000.00",$0.00,"$1,14,927.00",Y,Y,"22,212","1,583","35,861","19,131","83,382","12,338","2,758","16,451",965,"35,417",Y,8,"1,836",0,"2,222",52
Fort Bend County Libraries,"8,46,394",10-01-2022,09/30/2023,Richmond,(281) 633-4702,"$1,72,17,519.00","$18,14,124.00","$5,26,318.00",$0.00,"$44,19,222.00",Y,Y,"8,66,793","55,532","37,117","35,838","10,70,093","14,14,868","4,00,845","7,68,323","3,12,558","33,93,296",Y,449,"1,99,190","14,59,890","2,557",52
Rio Grande City Public Library,"15,269",10-01-2022,09/30/2023,Rio Grande City,(956) 487-4389,"$2,34,542.00","$16,500.00","$10,000.00",$0.00,$0.00,Y,Y,"18,588",219,"42,594","11,040","75,505","17,891","8,505","4,979","2,436","11,359",Y,17,"1,708","22,864","2,207",52
Rio Hondo Public Library,"2,968",10-01-2022,09/30/2023,Rio Hondo,(956) 748-3322,"$24,686.00","$4,877.00","$1,500.00",$0.00,$0.00,Y,Y,"12,023",75,"25,508","9,520","47,761","3,772","3,387",535,682,"1,838",Y,16,769,0,"1,510",52
Roanoke Public Library,"9,941",10-01-2022,09/30/2023,Roanoke,(817) 491-2691,"$6,37,706.00","$30,833.00","$13,026.00",$0.00,"$65,000.00",Y,Y,"32,523","1,517","17,064","1,246","58,949","94,623","18,180","22,520","5,120","1,00,844",Y,14,"5,245","5,684","2,752",52
Coke County Library,"3,333",10-01-2022,09/30/2023,Robert Lee,(325) 453-2495,"$14,830.00","$2,504.00",$0.00,$0.00,$0.00,Y,Y,"12,099",363,0,0,"12,867",618,209,"1,111",0,"1,782",Y,1,54,0,972,52
Nueces County Public Libraries,"32,140",10-01-2022,09/30/2023,Robstown,(361) 387-3431,"$7,79,430.00","$41,551.00","$22,261.00",$0.00,$0.00,Y,Y,"41,447",396,"9,47,006","2,37,394","12,61,619","60,117","11,566","32,129","7,837","89,822",Y,174,842,"1,51,731","2,197",52
Lucy Hill Patterson Memorial Library,"5,529",10-01-2022,09/30/2023,Rockdale,(512) 446-3410,"$1,57,426.00","$8,489.00",$0.00,$0.00,$0.00,Y,Y,"17,963",0,"15,037","4,292","38,036","10,701","2,508","5,779",0,"12,932",Y,9,"2,115",0,"1,726",52
Aransas County Public Library,"23,860",01-01-2023,12/31/2023,Rockport,(361) 790-0153,"$2,20,697.00","$17,264.00","$3,343.00",$0.00,$0.00,Y,Y,"38,673",687,"25,563","11,059","76,424","18,012","11,116","12,148","11,600","31,715",Y,5,"2,725","1,558","2,410",51
Claud H Gilmer Memorial Library,"1,422",09-01-2022,08/31/2023,Rocksprings,(830) 333-9693,"$1,09,950.00","$5,887.00","$8,374.00",$0.00,$0.00,Y,Y,"15,584",0,"18,155","3,852","37,593","52,064","1,685","3,318",433,"24,008",Y,21,"3,000","12,097","2,194",52
Rockwall County Library,"1,00,515",10-01-2022,09/30/2023,Rockwall,(972) 204-7700,"$9,95,982.00","$1,00,279.00","$46,571.00",$0.00,$0.00,Y,Y,"1,13,338","5,777","2,31,331","1,06,122","4,63,059","1,37,763","51,267","66,924","44,914","2,92,008",Y,53,"11,222",0,"2,444",52
D Brown Memorial Library,"1,318",10-01-2022,09/30/2023,Rosebud,(254) 583-2328,"$37,472.00",$868.00,$721.00,$0.00,$0.00,Y,Y,"8,226",178,"20,742","7,088","37,511","1,525",477,"5,195","27,830","36,420",Y,10,725,0,"1,323",47
Rotan Public Library,"3,622",01-01-2023,12/31/2023,Rotan,(325) 735-3362,"$13,689.00",$0.00,$0.00,$0.00,$0.00,Y,Y,"10,826",199,0,0,"12,007",468,378,681,0,696,Y,5,0,0,960,50
Round Rock Public Library System,"1,26,697",10-01-2022,09/30/2023,Round Rock,(512) 218-7000,"$34,78,267.00","$1,84,878.00","$2,49,322.00",$0.00,$0.00,Y,Y,"1,49,572","7,500","18,529","9,275","1,97,304","4,49,234","74,490","5,61,895","1,45,495","14,74,903",Y,45,"31,706","4,59,159","3,293",52
Round Top Family Library,91,01-01-2023,12/31/2023,Round Top,(979) 249-2700,"$1,56,982.00","$1,347.00",$440.00,$0.00,$0.00,Y,Y,"9,579",250,"34,332","13,088","58,620","8,798","2,736","2,120",674,"5,060",Y,3,104,"5,351","1,846",52
Rowlett Public Library,"65,113",10-01-2022,09/30/2023,Rowlett,(972) 412-6161,"$9,44,970.00","$65,834.00","$86,750.00",$0.00,$0.00,Y,Y,"58,179","2,197","2,15,500","1,01,779","3,99,267","1,20,825","12,929","55,469","50,355","2,23,172",Y,8,"6,866","37,155","3,032",52
CF Goodwin Public Library,"19,782",10-01-2022,09/30/2023,Royse City,(972) 635-2772,"$2,14,274.00","$16,000.00",$0.00,$0.00,$0.00,Y,Y,"13,207",126,"15,037","4,292","35,068","24,327","4,958","30,688",100,"46,847",Y,11,"3,389",0,"2,064",52
Runge Public Library,"1,724",10-01-2022,09/30/2023,Runge,(830) 239-4192,"$91,397.00","$11,800.00","$1,500.00",$0.00,$0.00,Y,Y,"10,664",0,"18,064","5,580","35,240","2,810",811,"1,303",118,"3,832",Y,6,227,0,"1,155",52
Singletary Memorial Library,"3,125",10-01-2022,09/30/2023,Rusk,(903) 683-5916,"$86,311.00","$10,000.00","$1,500.00",$0.00,$0.00,Y,Y,"24,201",457,"58,769","14,626","99,316","11,046","2,127","5,815",339,"9,095",Y,6,"8,808",0,"2,626",52
Sabinal Public Library,"1,829",10-01-2022,09/30/2023,Sabinal,(830) 988-2911,"$8,463.00",$672.00,$0.00,$0.00,$0.00,Y,Y,"12,443",184,"5,530",0,"18,496","5,584","1,774",738,"2,280","5,553",Y,3,47,0,"1,518",38
Sachse Public Library,"30,610",10-01-2022,09/30/2023,Sachse,(972) 530-8966,"$3,90,097.00","$49,673.00","$44,433.00",$0.00,$0.00,Y,Y,"36,511",12,"4,809","7,173","53,211","48,968","11,575","35,025","33,740","1,53,663",Y,8,"2,127",0,"2,360",52
John Ed Keeter Public Library,"25,319",10-01-2022,09/30/2023,Saginaw,(817) 230-0300,"$6,22,687.00","$48,329.00","$17,481.00","$7,68,770.00","$7,68,770.00",Y,Y,"50,895","2,237","20,833","14,501","93,853","53,970","7,756","24,938","9,396","74,512",Y,10,"3,880",0,"2,440",52
Saint Jo Public Library,"2,996",10-01-2022,09/30/2023,Saint Jo,(940) 995-0008,"$15,000.00","$1,200.00","$1,500.00",$0.00,$0.00,Y,Y,"10,677",0,0,0,"11,228",1,"1,151","1,979",0,"3,212",Y,2,48,0,"1,300",50
Salado Public Library District,"9,960",09-01-2022,08/31/2023,Salado,(254) 947-9191,"$2,81,114.00","$33,770.00","$18,948.00",$700.00,$700.00,Y,Y,"21,337",949,"45,553","14,822","86,355","54,397","5,565","23,924","7,726","62,532",Y,20,"1,465","12,825","2,441",49
Tom Green County Library System,"1,18,892",10-01-2022,09/30/2023,San Angelo,(325) 655-7321,"$18,98,852.00","$2,34,167.00","$1,80,336.00",$0.00,"$7,41,203.00",Y,Y,"2,25,256","6,821","19,247","11,865","3,02,628","2,58,409","56,926","2,08,803","80,791","4,82,101",Y,32,"19,272",0,"2,702",52
San Antonio Public Library,"18,41,492",10-01-2022,09/30/2023,San Antonio,(210) 207-2500,"$2,90,63,265.00","$19,89,965.00","$40,43,164.00","$62,62,810.00","$62,62,810.00",Y,Y,"12,11,548","1,04,916","2,94,251","1,66,658","19,90,858","30,02,253","5,57,015","24,60,187","30,09,765","83,23,062",Y,862,"2,73,181","17,27,666","2,607",52
BiblioTech,"1,43,379",10-01-2022,09/30/2023,San Antonio/BexarCty,(210) 335-2450,"$26,63,789.00",$0.00,"$5,93,141.00",$0.00,$0.00,Y,Y,0,0,"9,69,682","6,27,101","16,54,386","1,61,584","2,10,877","3,573","1,92,358","2,39,964",Y,284,"24,002","1,77,000","2,669",52
San Augustine Public Library,"7,857",10-01-2022,09/30/2023,San Augustine,(936) 275-5367,"$1,26,985.00","$14,418.00","$5,018.00",$0.00,$0.00,Y,Y,"25,928","3,066","22,253","2,986","58,576","10,494","5,488","9,563","3,459","14,460",Y,11,"2,750",0,"2,218",52
San Benito Public Library,"33,646",10-01-2022,09/30/2023,San Benito,(956) 361-3860,"$2,54,579.00","$22,340.00","$6,000.00",$0.00,$0.00,Y,Y,"38,050",0,0,0,"44,811","25,464","40,321","3,688",0,"7,297",Y,20,"2,066",0,"2,284",52
San Juan Memorial Library,"54,939",10-01-2022,09/30/2023,San Juan,(956) 702-0926,"$3,09,151.00","$7,867.00",$0.00,$0.00,$0.00,Y,Y,"39,115",146,"1,74,377","90,112","3,13,225","19,008","24,565","2,262",357,"9,394",Y,63,"6,028","36,344","2,994",52
San Marcos Public Library,"93,039",10-01-2022,09/30/2023,San Marcos,(512) 393-8200,"$19,09,122.00","$1,50,460.00","$50,197.00",$0.00,$0.00,Y,Y,"1,65,509","3,781","27,378","23,906","2,41,154","2,54,850","24,985","1,43,005","46,600","3,55,840",Y,38,"38,327",0,"3,445",52
Rylander Memorial Library,"5,824",10-01-2022,09/30/2023,San Saba,(325) 372-3079,"$57,576.00","$10,310.00","$1,500.00",$0.00,$0.00,Y,Y,"14,293",981,"35,086","10,987","61,845","8,550","1,419","4,952","1,446","8,797",Y,5,553,0,"1,434",52
Terrell County Public Library,693,10-01-2022,09/30/2023,Sanderson,(432) 345-2294,"$16,811.00","$2,631.00","$1,450.00",$0.00,$0.00,Y,Y,"22,395",257,0,0,"24,130","2,059",373,"2,190",0,"2,251",Y,8,960,0,"1,040",52
Sanger Public Library,"13,371",10-01-2022,09/30/2023,Sanger,(940) 458-3257,"$2,67,911.00","$12,789.00","$7,027.00",$0.00,$0.00,Y,Y,"15,653",848,"10,491",805,"29,856","21,841","4,043","7,008","4,083","23,400",Y,5,"2,106",0,"2,126",52
Mae S Bruce Library,"14,625",10-01-2022,09/30/2023,Santa Fe,(409) 925-5540,"$2,83,000.00","$21,700.00","$4,014.00","$1,685.00","$1,685.00",Y,Y,"24,517",211,"63,611","26,447","1,15,661","20,240","2,770","8,029","1,153","12,630",Y,10,"3,379","5,152","2,244",44
Schertz Public Library,"1,23,167",10-01-2022,09/30/2023,Schertz,(210) 619-1700,"$9,95,712.00","$85,116.00","$52,203.00",$0.00,$0.00,Y,Y,"87,976","3,729","2,01,060","94,888","4,00,736","1,94,260","28,734","1,10,289","36,367","3,49,476",Y,51,"25,479","57,273","3,047",52
Schulenburg Public Library,"2,718",10-01-2022,09/30/2023,Schulenburg,(979) 743-3345,"$2,03,847.00","$11,561.00","$17,954.00",$0.00,$0.00,Y,Y,"42,702",495,"28,214","5,420","80,567","12,237","4,392","17,117","3,218","33,318",Y,20,"2,577","9,193","2,199",52
Seagoville Public Library,"19,491",10-01-2022,09/30/2023,Seagoville,(972) 287-7720,"$1,83,862.00","$8,373.00","$3,000.00",$0.00,$0.00,Y,Y,"24,587",16,"33,055","9,886","69,521","10,854","2,697","5,678","1,153","14,892",Y,6,"1,257",0,"2,132",52
Virgil & Josephine Gordon Memorial Library,"11,415",01-01-2023,12/31/2023,Sealy,(979) 885-7469,"$89,279.00","$19,593.00",$0.00,$0.00,$0.00,Y,Y,"32,150",504,"15,037","4,292","54,284","14,797","2,647","6,205",698,"15,136",Y,6,"2,134","2,300","2,263",52
Seguin Public Library,"48,614",10-01-2022,09/30/2023,Seguin,(830) 401-2422,"$13,17,603.00","$66,584.00","$50,924.00","$1,79,746.00","$1,83,019.00",Y,Y,"73,257","1,394","2,04,648","97,217","3,89,818","1,42,920","13,688","1,18,431","35,051","2,93,112",Y,65,"28,113","74,764","3,182",52
Gaines County Library,"22,181",10-01-2022,09/30/2023,Seminole,(432) 955-1007,"$3,65,938.00","$28,512.00","$4,114.00",$0.00,$0.00,Y,Y,"41,557","1,451","33,716","8,868","88,075","40,048","6,691","44,696","6,103","89,596",Y,12,"1,237","6,344","2,191",52
The Library at Cedar Creek Lake,"4,115",09-01-2022,08/31/2023,Seven Points,(903) 432-4185,"$1,11,824.00","$8,216.00","$1,500.00",$0.00,$0.00,Y,Y,"30,717","2,041","32,156","8,259","74,978","56,624","6,187","10,360","4,228","17,284",Y,26,"3,148","6,751","2,083",42
Baylor County Free Library,"3,466",10-01-2022,09/30/2023,Seymour,(940) 889-2007,"$17,267.00","$16,200.00",$50.00,$0.00,$0.00,Y,Y,"26,507",180,0,0,"26,867","2,500","2,500","1,060",0,"2,140",Y,10,0,0,"1,740",52
Shallowater School County Library,"6,413",09-01-2022,08/31/2023,Shallowater,(806) 832-4531,"$22,167.00","$7,503.00","$1,000.00",$0.00,$0.00,Y,Y,"7,919",51,836,101,"8,907","2,310","1,731",604,14,"1,206",Y,4,39,0,984,50
Shamrock Community Library,"4,807",10-01-2023,09/30/2023,Shamrock,(806) 256-3921,"$19,980.00","$1,465.00",$0.00,$0.00,$0.00,Y,Y,"11,441",0,"17,760","5,771","35,000","1,300",87,"3,900","2,070","7,897",Y,3,260,126,"1,040",52
Shepherd Public Library,"1,985",10-01-2022,09/30/2023,Shepherd,(936) 628-3515,"$63,609.00","$6,352.00",$0.00,$0.00,$0.00,Y,Y,"11,392",170,"15,037","4,292","33,097","6,003","2,635","11,183",2,"13,774",Y,7,476,997,"1,896",52
Sherman Public Library,"45,264",10-01-2022,09/30/2023,Sherman,(903) 892-7240,"$6,59,459.00","$37,626.00","$57,678.00",$0.00,$0.00,Y,Y,"44,759","3,585","34,707","13,879","1,01,904","69,629","15,303","46,734","31,045","1,39,877",Y,13,"9,356",0,"2,664",52
Shiner Public Library,"2,173",01-01-2023,12/31/2023,Shiner,(361) 594-3044,"$1,18,217.00","$7,237.00",$0.00,$0.00,"$16,110.00",Y,Y,"17,354",672,"15,037","4,292","38,651","8,873","3,949","7,769",111,"15,685",Y,4,"3,134",0,"2,150",52
Silsbee Public Library,"12,970",10-01-2022,09/30/2023,Silsbee,(409) 385-4831,"$1,38,481.00","$17,749.00","$3,000.00",$0.00,$0.00,Y,Y,"54,610","1,406","33,023","6,668","1,01,431","30,495","7,352","11,165","3,547","31,508",Y,10,"2,742",0,"2,504",52
Sinton Public Library,"7,588",10-01-2022,09/30/2023,Sinton,(361) 364-4545,"$1,66,263.00","$11,424.00",$0.00,$0.00,$0.00,Y,Y,"22,142",389,"15,037","4,292","43,089","9,782","7,652","5,532",0,"9,787",Y,12,"1,941",0,"2,205",52
Slaton City Library,"6,455",10-01-2022,09/30/2023,Slaton,(806) 828-2008,"$47,141.00","$1,824.00",$0.00,$0.00,$0.00,Y,Y,"10,991",193,"15,037","4,292","31,212","2,332","2,064","1,841",93,"2,906",Y,3,602,0,"1,992",52
Smithville Public Library,"13,674",10-01-2022,09/30/2023,Smithville,(512) 237-3282,"$2,88,771.00","$25,794.00","$8,490.00",$0.00,$0.00,Y,Y,"39,739","1,615","45,785","14,911","1,06,038","18,663","6,873","45,309","4,293","63,969",Y,12,"2,880",0,"2,139",51
Scurry County Library,"16,686",01-01-2023,12/31/2023,Snyder,(325) 573-5572,"$3,39,241.00","$20,680.00",$0.00,$0.00,$0.00,Y,Y,"66,005","1,978","33,270","1,070","1,04,962","25,344","7,088","14,201","2,768","43,371",Y,14,"1,459",0,"2,351",52
Sutton County Library,"3,217",10-01-2022,09/30/2023,Sonora,(325) 387-2111,"$1,51,073.00","$7,127.00","$1,500.00",$0.00,"$19,345.00",Y,Y,"8,281",480,"25,135","6,199","40,177","6,971","2,502","1,005",801,"2,535",Y,9,909,0,"2,273",50
Alma M Carpenter Public Library,"3,441",01-01-2023,12/31/2023,Sour Lake,(409) 287-3592,"$57,933.00","$4,671.00",$0.00,$0.00,$0.00,Y,Y,"13,020",526,0,0,"14,891","6,699",752,"1,902",0,"4,162",Y,5,780,0,"2,187",52
Southlake Public Library,"31,102",10-01-2022,09/30/2023,Southlake,(817) 748-8243,"$8,69,215.00","$1,07,000.00","$57,128.00",$0.00,$0.00,Y,Y,"37,592",175,"2,493",618,"44,723","1,12,123","16,996","1,22,182","64,336","4,30,455",Y,10,"2,116","22,209","2,759",52
Hansford County Library,"5,151",01-01-2023,12/31/2023,Spearman,(806) 659-2231,"$54,651.00","$6,488.00",$0.00,$0.00,$0.00,Y,Y,"19,759","9,521","6,160","2,048","39,368","5,485","1,373","3,598",130,"6,686",Y,4,"1,167","1,167","1,976",52
Springtown Public Library,"8,191",10-01-2022,09/30/2023,Springtown,(817) 523-5862,"$1,12,119.00","$7,191.00","$3,325.00",$0.00,$0.00,Y,Y,"14,801",257,"20,697","13,882","50,504","9,153","5,458","9,059","5,638","23,255",Y,6,"1,199",0,"1,658",38
Dickens County Spur Public Library,"1,726",09-01-2022,08/31/2023,Spur,(806) 271-3714,"$16,054.00","$4,496.00","$1,500.00",$0.00,$0.00,Y,Y,"15,474",97,"18,294","4,524","38,649","2,512","1,152","1,237",706,"2,652",Y,8,106,0,"1,015",51
Stamford Carnegie Library,"2,921",10-01-2022,09/30/2023,Stamford,(325) 773-2532,"$22,535.00","$3,785.00",$0.00,$0.00,$0.00,Y,Y,"7,570",1,0,0,"7,571","3,658","2,653",843,0,"1,525",Y,3,278,747,"1,438",52
Martin County Library,"5,217",01-01-2023,12/31/2023,Stanton,(432) 756-2472,"$1,83,909.00","$21,901.00",$0.00,$0.00,$0.00,Y,Y,"25,947","1,082","15,037","4,292","48,225","9,052","3,616","5,468",46,"7,293",Y,16,769,0,"1,979",45
Stephenville Public Library,"21,641",10-01-2022,09/30/2023,Stephenville,(254) 918-1240,"$2,09,160.00","$15,312.00","$3,000.00",$0.00,$0.00,Y,Y,"28,107",573,0,0,"37,563","29,692","22,991","23,425",0,"33,050",Y,9,"1,996",0,"2,080",52
Sterling County Public Library,"1,417",10-01-2022,09/30/2023,Sterling City,(325) 378-2212,"$28,776.00","$8,064.00",$0.00,$0.00,$0.00,Y,Y,"12,301",428,0,0,"12,737","3,228","1,403",727,0,"1,567",Y,5,300,0,"1,812",51
Sherman County Public Library,"2,799",10-01-2022,09/30/2023,Stratford,(806) 366-2200,"$76,468.00","$10,581.00",$0.00,$0.00,$0.00,Y,Y,"18,015","2,876","21,019","5,879","47,948","8,889","1,098",125,316,"10,184",Y,9,621,"2,236","1,973",52
Sulphur Springs Public Library,0,10-01-2022,09/30/2023,Sulphur Springs,(903) 885-4926,$0.00,"$37,919.00","$6,000.00",$0.00,$0.00,Y,Y,"35,289","1,544","33,025","9,429","80,746","54,787","11,269","14,339","9,340","42,191",Y,9,"4,448",0,"2,496",52
City of Sundown Library,"1,277",10-01-2022,09/30/2023,Sundown,(806) 229-3131,"$18,313.00","$3,129.00",$0.00,$0.00,"$6,88,252.00",Y,Y,"8,711",33,"15,037","4,292","28,074","1,644",133,698,84,"1,168",Y,1,0,0,"1,125",45
Doris Padgett Library,"8,392",10-01-2022,09/30/2023,Sunnyvale,(972) 226-4491,"$1,93,614.00","$26,324.00","$1,924.00",$0.00,$0.00,Y,Y,"43,932",283,"32,306","8,743","88,361","18,254","7,961","10,833","1,992","40,248",Y,6,857,0,"2,232",52
County-City Library,"14,473",10-01-2022,09/30/2023,Sweetwater,(325) 235-4978,"$2,36,030.00","$18,347.00","$1,530.00",$0.00,$0.00,Y,Y,"42,661","1,423","82,480","36,306","1,64,710","21,043","11,147","11,908","4,191","21,287",Y,9,"2,397",0,"1,979",52
Taft Public Library,"3,951",10-01-2022,09/30/2023,Taft,(361) 528-3512,"$60,016.00","$1,144.00",$0.00,$0.00,$0.00,Y,Y,"12,963",212,0,0,"13,953","2,772","1,562","2,513",0,"3,400",Y,5,359,0,"1,976",52
City County Library,"5,724",10-01-2022,09/30/2023,Tahoka,(806) 561-4050,"$91,207.00","$5,241.00","$1,500.00",$0.00,$0.00,Y,Y,"7,817",257,"57,612","4,450","70,819","10,838","1,862","4,629","90,891","1,00,312",Y,3,214,0,"2,412",52
Taylor Public Library,"16,975",10-01-2022,09/30/2023,Taylor,(512) 352-3434,"$4,38,464.00","$40,855.00","$3,028.00",$0.00,$0.00,Y,Y,"59,075","1,319","34,962","9,010","1,06,181","26,190","13,812","59,075","5,558","1,22,322",Y,17,"13,814","15,316","2,113",50
Teague Public Library,"10,844",01-01-2023,12/31/2023,Teague,(254) 739-3311,"$93,106.00","$7,865.00","$1,500.00",$0.00,$0.00,Y,Y,"19,929",35,"19,000","5,000","44,589","12,126","6,217","7,843","15,000","24,595",Y,7,"1,853",0,"2,214",52
Temple Public Library,"89,458",10-01-2022,09/30/2023,Temple,(254) 298-5555,"$15,72,370.00","$1,35,430.00","$29,265.00","$17,30,337.00","$17,30,337.00",Y,Y,"1,31,851","4,309","1,71,836","87,176","4,03,293","2,08,215","17,466","2,34,598","7,503","5,38,198",Y,23,"12,491","1,19,716","2,818",52
Riter C Hulsey Public Library,"61,504",10-01-2022,09/30/2023,Terrell,(972) 551-6663,"$9,83,908.00","$33,976.00","$36,001.00",$0.00,$0.00,Y,Y,"58,346","1,611","35,179","7,236","1,05,815","65,210","7,520","25,466","8,777","94,302",Y,10,"6,725","19,840","2,314",47
Texarkana Public Library,"35,778",10-01-2022,09/30/2023,Texarkana,(903) 794-2149,"$6,25,088.00","$36,682.00","$10,317.00","$66,805.00","$66,805.00",Y,Y,"84,154","3,974","32,664","9,205","1,72,009","62,662","44,932","47,925","17,378","84,546",Y,26,0,"14,292","2,456",52
Moore Memorial Public Library,"63,390",10-01-2022,09/30/2023,Texas City,(409) 643-5970,"$10,04,065.00","$1,17,070.00","$1,03,815.00",$0.00,$0.00,Y,Y,"1,21,332","5,385","11,815","3,361","1,87,915","84,662","23,607","54,296","12,594","94,551",Y,40,"17,978","6,900","2,840",52
