Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Buda Public Library,"21,305",10-01-2019,09/30/2020,Buda,5122955899,"$555,651","$35,398","$24,511","$581,987","$650,103",Yes,Yes,"39,554","3,542","28,392","12,632","86,079","50,809","11,672","42,087","20,720","1,34,781",Yes,26,"6,602","45,923","1,394",31
Buna Public Library,"9,473",01-01-2020,12/31/2020,Buna,4099945501,"$17,076",$703,$0,$0,"$41,288",Yes,Yes,"23,156",558,0,0,"25,466","19,859","2,552","2,792",0,"3,660",Yes,6,604,0,"1,205",23
Pflugerville Public Library,"65,380",10-01-2019,09/30/2020,Pflugerville,5129906375,"$1,081,752","$124,791","$165,209","$1,643,080","$1,648,580",Yes,Yes,"63,902","6,885","40,425","12,298","1,37,486","94,665","26,203","76,297","2,49,682","4,33,243",Yes,44,"11,550","2,24,278","1,440",24
Presidio Public Library,"4,730",10-01-2019,09/30/2020,Presidio,4322293317,"$75,253","$1,486",$0,"$112,897","$134,493",Yes,Yes,"18,624",0,0,0,"20,175","5,000","4,052","2,996",0,"18,654",Yes,24,"4,351",0,"1,073",37
Olga V Figueroa Zapata County Public Library,"14,179",01-01-2020,12/31/2020,Zapata,9567655351,"$114,780","$6,025",$0,$0,"$144,243",Yes,Yes,"38,159",975,0,0,"39,176","4,160","12,652","20,564",0,"25,928",Yes,28,"2,823",0,800,20
Zula B Wylie Public Library in Cedar Hill,"47,930",10-01-2019,09/30/2020,Cedar Hill,9722917323,"$684,144","$32,284","$55,212","$954,711","$954,711",Yes,Yes,"58,766","3,040","4,337",174,"72,161","58,476","57,496","74,669","8,085","1,52,479",Yes,32,"13,495","43,582","1,785",41
Cozby Library and Community Commons,"41,419",10-01-2019,09/30/2020,Coppell,9723043655,"$1,604,468","$143,375","$81,934","$2,065,656","$2,075,956",Yes,Yes,"77,062","3,081","1,33,244","41,359","2,61,572","1,27,048","33,864","1,57,818","51,729","4,05,147",Yes,20,"7,185","61,893","2,040",39
DeSoto Public Library,"52,988",10-01-2019,09/30/2020,De Soto,9722309658,"$1,062,225","$75,557","$16,786","$1,392,759","$1,395,050",Yes,Yes,"40,175","1,613","3,062","3,352","56,552","94,918","17,244","1,10,308","6,225","2,61,913",Yes,48,"40,930","18,233","2,871",43
Hutchins-Atwell Public Library,"5,866",10-01-2019,09/30/2020,Hutchins,9722254711,"$102,162","$2,441",$0,"$129,201","$129,201",Yes,Yes,"25,119",224,0,0,"26,199",722,"1,552",377,0,879,Yes,8,512,0,"1,260",28
Lake Travis Community Library,"34,643",07-01-2019,06/30/2020,Austin-Lakeway,5122632885,"$575,576","$51,349","$77,468","$1,361,954","$1,431,711",Yes,Yes,"42,405","3,263","27,689","5,355","85,558","1,93,044","27,002","1,85,909","46,664","3,68,341",Yes,23,"7,100","2,96,557","1,908",37
Lake Travis Community Library Bookmobile,,,,Austin-Lakeway,5128095800,,,,,,,,,,,,,,,,,,,,,,,
Lancaster Veterans Memorial Library,"39,228",10-01-2019,09/30/2020,Lancaster,9722271080,"$181,319","$27,909","$5,233","$531,791","$543,239",Yes,Yes,"73,466",343,530,64,"77,674","14,300","13,283","6,057",258,"15,441",Yes,41,"8,825",0,"1,964",40
Lancaster Veterans Memorial Library Bookmobile,,,,Lancaster,9722271080,,,,,,,,,,,,,,,,,,,,,,,
Rowlett Public Library,"67,339",10-01-2019,09/30/2020,Rowlett,9724126161,"$889,686","$64,252","$85,241","$1,364,574","$1,365,563",Yes,Yes,"59,370","3,699","41,429","13,856","1,36,891","80,667","11,863","70,560","43,853","2,17,613",Yes,8,"7,155","46,762","1,914",42
Sachse Public Library,"26,046",10-01-2019,09/30/2020,Sachse,9725308966,"$363,910","$44,893","$34,812","$520,776","$539,621",Yes,Yes,"30,423",274,"3,832","2,636","42,756","36,855","9,220","20,363","19,880","95,355",Yes,4,"2,560",0,"1,665",41
Seagoville Public Library,"16,861",10-01-2019,09/30/2020,Seagoville,9722877720,"$205,810","$10,779","$3,000","$248,387","$255,695",Yes,Yes,"26,408",264,"28,504","6,177","63,146","4,527","2,427","11,174","1,750","18,687",Yes,12,"2,443","8,313","1,622",41
Slaton City Library,"6,620",10-01-2019,09/30/2020,Slaton,8068282008,"$28,029","$1,098",$0,"$43,073","$58,706",Yes,Yes,"10,692",172,0,0,"11,046","2,340","3,100",593,0,818,Yes,5,360,0,"1,264",32
Springtown Public Library,"10,345",10-01-2019,09/30/2020,Springtown,8175235862,"$94,880","$4,561","$2,250","$101,929","$120,685",Yes,Yes,"13,687",388,"21,365","7,660","44,220","6,157","4,613","7,244","3,959","13,927",Yes,7,897,0,808,23
Doris Padgett Library,"6,841",10-01-2019,09/30/2020,Sunnyvale,9722264491,"$166,323","$18,606","$1,500","$209,130","$210,533",Yes,Yes,"44,340",256,"33,356","6,328","87,318","6,275","6,879","8,940","1,852","25,401",Yes,6,346,0,"2,276",50
Tawakoni Area Public Library,"4,591",01-01-2020,12/31/2020,West Tawakoni,9034473445,"$11,205",$500,$0,"$6,000","$21,211",Yes,Yes,"17,163",258,0,0,"18,500","2,152","2,751","2,658",0,"2,770",Yes,8,500,0,632,41
Watauga Public Library,"24,481",10-01-2019,09/30/2020,Watauga,8175145855,"$643,569","$46,196","$27,520","$762,199","$767,216",Yes,Yes,"79,172","7,387","21,574","8,834","1,34,043","43,166","17,818","64,897","7,240","1,91,587",Yes,30,"4,820","29,230",948,24
Westbank Community Library District,"31,467",01-01-2020,12/31/2020,Austin-West Lake Hills,5123143580,"$1,673,748","$83,481","$328,728","$2,781,343","$2,811,833",Yes,Yes,"73,247","3,648","1,47,635","83,524","3,44,806","70,847","24,010","86,385","1,37,971","4,01,545",Yes,21,"2,017","1,44,168",558,11
Laura Bush Community Library,,,,Austin,5123811401,,,,,,,,,,,,,,,,,,,,,,,
Gilliam Memorial Public Library,"4,772",10-01-2019,09/30/2020,Wilmer,9724413713,"$94,414","$1,952","$1,500","$115,236","$115,236",Yes,Yes,"14,572",81,"26,228","4,481","46,506","3,220","1,630",358,70,688,Yes,9,"1,411",0,"1,290",26
Hewitt Public Library,"23,108",10-01-2019,09/30/2020,Hewitt,2546662442,"$538,900","$45,501","$12,000","$748,871","$791,711",Yes,Yes,"46,834","1,601","99,872","1,596","1,52,390","82,844","10,550","27,357","37,159","1,70,887",Yes,20,"17,106",0,"1,495",23
Leonard Public Library,"2,054",10-01-2019,09/30/2020,Leonard,9035872391,"$30,981","$1,966",$0,"$39,181","$40,139",Yes,Yes,"18,229",358,0,0,"20,409","2,415","4,511","14,296",0,"16,050",Yes,8,508,0,"1,036",37
Frankston Depot Library,"2,746",01-01-2020,12/31/2020,Frankston,9038764463,"$23,101","$24,500",$0,"$18,712","$43,498",Yes,Yes,"12,374",398,0,0,"14,446","1,798","2,329","1,863",0,"2,271",Yes,5,283,0,975,43
Universal City Public Library,"20,890",10-01-2019,09/30/2020,Universal City,2106597048,"$218,117","$20,234","$1,894","$368,690","$369,005",Yes,Yes,"24,501",859,0,0,"27,649","13,238","16,290","8,227",0,"14,876",Yes,22,0,0,"1,008",28
Booker School/Public Library,"3,233",10-01-2019,09/30/2020,Booker,8066581260,"$57,871","$4,649","$2,500","$4,500","$76,502",Yes,Yes,"21,846",236,"5,718","1,464","29,458","4,500","1,141","3,787",100,"15,505",Yes,4,10,0,880,22
Alvord Public Library,"5,624",10-01-2019,09/30/2020,Alvord,9404272842,"$16,877","$4,497","$1,000","$9,306","$54,740",Yes,Yes,"12,253",480,"10,002",572,"24,675","1,405","2,534","1,110",410,"2,219",Yes,5,243,0,"1,083",42
Oldham County Public Library,"2,112",10-01-2019,09/30/2020,Vega,8062672635,"$6,920","$4,251",$0,"$2,000","$19,300",Yes,Yes,"11,706",303,"5,718","1,464","19,195","1,668",830,791,281,"6,736",Yes,2,70,165,922,43
Jennie Trent Dew Library,"4,873",10-01-2019,09/30/2020,Goldthwaite,3256482447,"$51,740","$3,294","$2,000","$30,667","$77,011",Yes,Yes,"11,498",352,"16,418","4,246","34,186","11,289","2,967","6,334","2,756","11,355",Yes,11,"3,126",0,"1,596",48
Sanger Public Library,"11,718",10-01-2019,09/30/2020,Sanger,9404583257,"$247,394","$7,541","$5,013","$264,892","$281,592",Yes,Yes,"19,435","1,192","9,318",518,"32,771","7,888","4,053","6,909","1,479","15,295",Yes,3,368,0,"1,551",40
Charlotte Public Library,"4,198",10-01-2019,09/30/2020,Charlotte,8302771212,"$35,157","$19,320",$0,"$14,580","$31,680",Yes,Yes,"45,532",210,0,0,"47,276",35,"1,072",45,0,"1,570",Yes,5,0,0,"1,602",25
Dripping Springs Community Library,"41,804",01-01-2020,12/31/2020,Dripping Springs,5128587825,"$448,502","$34,452","$134,373","$1,385,957","$1,449,839",Yes,Yes,"43,661","2,492","4,82,881","14,138","5,61,532","25,341","10,338","28,561","25,679","92,949",Yes,24,"1,811","47,601",627,11
Sterling County Public Library,"1,291",10-01-2019,09/30/2020,Sterling City,3253782212,"$24,679","$1,645",$0,$0,"$41,972",Yes,Yes,"11,961",479,0,0,"12,830","2,495","1,245","1,144",0,"2,387",Yes,4,495,0,"1,468",44
Foard County Library,"1,155",01-01-2020,12/31/2020,Crowell,9406841250,"$22,096","$3,500",$0,"$10,900","$36,496",Yes,Yes,"13,800",145,0,0,"15,795","6,500","1,010","8,100",0,"10,200",Yes,6,"2,500",0,900,35
Aubrey Area Library,"20,342",10-01-2019,09/30/2020,Aubrey,9403659162,"$172,817","$15,161","$9,063","$245,747","$277,208",Yes,Yes,"18,826",624,"21,365","7,660","50,064","14,205","4,622","9,937","7,157","41,001",Yes,9,"1,389",0,804,22
West Public Library,"4,619",01-01-2020,12/31/2020,West,2548263070,"$13,524","$7,838",$0,"$4,000","$22,909",Yes,Yes,"29,760",109,0,0,"30,182","12,000","3,632","5,088",0,"5,725",Yes,6,345,0,760,38
Krum Public Library,"6,735",10-01-2019,09/30/2020,Krum,9404823455,"$104,247","$10,511",$994,"$250,405","$278,591",Yes,Yes,"13,767",362,0,0,"16,064","6,482","3,927","11,262",0,"21,222",Yes,6,967,"4,286","1,414",37
Mammen Family Public Library,"34,910",07-01-2019,06/30/2020,Bulverde,8304384864,"$751,644","$46,108","$29,953","$2,174,874","$2,341,815",15256,Yes,"47,818","4,377","15,256","12,566","95,383","1,27,072","13,928","1,17,447","41,944","2,95,244",Yes,20,"9,031","84,591","2,488",41
Coldspring Area Public Library Inc,935,01-01-2020,12/31/2020,Coldspring,9366533104,"$22,214",$909,"$1,500","$15,000","$74,894",Yes,Yes,"12,715",629,770,312,"15,475","4,772","6,861","1,729",653,"2,922",Yes,3,768,"16,736","1,129",43
Whitehouse Community Library,"8,905",10-01-2019,09/30/2020,Whitehouse,9038392949,"$33,927","$7,883","$1,500","$48,000","$66,547",Yes,Yes,"26,448",569,"28,464","5,826","63,338","9,485","4,204","6,932","5,347","23,634",Yes,8,"1,194","5,560","1,289",43
Flower Mound Public Library,"79,135",10-01-2019,09/30/2020,Flower Mound,9728746200,"$1,388,181","$121,813","$114,399","$1,771,234","$1,787,931",Yes,Yes,"77,983","3,652","24,494","9,460","1,23,493","97,446","35,150","94,331","89,492","3,44,204",Yes,15,"4,959","90,771","2,280",40
Goliad County Library,"7,658",10-01-2019,09/30/2020,Goliad,3616452291,"$101,331","$8,981","$1,000",$0,"$223,139",Yes,Yes,"21,146",113,"26,032","3,550","52,609","10,233","6,360","4,681","1,345","7,777",Yes,5,377,0,"1,520",38
Lago Vista Public Library,"7,556",10-01-2019,09/30/2020,Lago Vista,5122673868,"$166,051","$11,022","$3,122","$203,653","$221,917",Yes,Yes,"12,687",851,"22,939","6,138","44,555","13,501","2,224","13,353","21,943","40,956",Yes,11,"1,854",0,"1,814",40
Forest Hill Public Library,"12,988",01-01-2020,12/31/2020,Forest Hill,8175515354,"$125,178","$8,000","$6,309","$442,024","$446,947",Yes,Yes,"19,834",992,"10,071",610,"35,677","6,185","7,977","1,066",308,"1,801",Yes,22,"1,882",0,352,11
Everman Public Library,"6,201",10-01-2019,09/30/2020,Everman,8175510726,"$101,604",$532,$0,"$119,209","$119,558",Yes,Yes,"16,143",119,0,0,"16,529","2,725","1,608",45,0,109,Yes,3,"1,240",0,945,34
Salado Public Library District,"8,510",09-01-2019,08/31/2020,Salado,2549479191,"$244,152","$20,618","$8,292","$445,350","$455,651",Yes,Yes,"22,779","1,656","20,119","4,739","53,452","37,549","4,938","21,919","4,525","43,372",Yes,24,"2,500","8,178","2,022",41
Lake Whitney Library,"2,162",10-01-2019,09/30/2020,Whitney,2546944639,"$73,200","$4,613",$150,"$128,000","$128,400",Yes,Yes,"25,015",735,420,2,"26,889","14,772","10,599","14,950",39,"16,451",Yes,22,"1,681","12,903","1,525",44
City of Wolfforth Library,"6,166",10-01-2019,09/30/2020,Wolfforth,8068554150,"$156,840","$21,774","$6,091","$236,419","$254,810",Yes,Yes,"17,174","1,278","24,217","2,346","46,323","17,452","8,299","5,532","29,267","51,405",Yes,19,"2,918",0,"2,233",44
Maud Public Library,"1,042",04-01-2019,03/31/2020,Maud,9035852121,"$10,022",$700,$0,"$16,422","$16,422",Yes,Yes,"8,207",102,0,0,"9,164",936,"1,688",923,0,"1,868",Yes,4,216,0,"1,196",39
Guthrie CSD & King County Consolidated Library,272,10-01-2019,09/30/2020,Guthrie,8065964069,"$62,819","$5,777","$1,500",$0,"$72,784",Yes,Yes,"21,115",522,"19,003","2,785","45,890","19,651",292,"3,954",95,"14,378",Yes,3,"2,654",0,"1,286",36
McGinley Memorial Public Library,"8,247",10-01-2019,09/30/2020,McGregor,2548403732,"$15,600","$5,290","$3,260","$14,000","$94,696",Yes,Yes,"17,428",926,"13,105","4,495","37,827","2,280","2,475","5,236",158,"8,130",Yes,8,468,0,935,47
Ranger City Library,"3,010",10-01-2019,09/30/2020,Ranger,2546471880,"$21,522",$530,$0,"$36,821","$37,964",Yes,Yes,"10,884",486,10,0,"11,655","2,902","1,507","1,542",0,"1,668",Yes,8,"1,101",0,"1,800",45
Reeves County Library,"15,976",01-01-2020,12/31/2020,Pecos,4327550914,"$237,591","$11,936",$0,$0,"$395,506",Yes,Yes,"23,465",712,0,0,"25,654","19,902","2,922","6,716",0,"9,374",Yes,46,"3,839",0,"2,134",46
Justin Community Library,"5,743",10-01-2019,09/30/2020,Justin,9406482541,"$88,816","$4,817","$1,500","$97,403","$115,016",Yes,Yes,"14,073",553,"9,473",543,"28,468","4,460","2,517","9,734","1,344","19,053",Yes,5,245,0,913,25
Springlake-Earth Community Library,"1,583",09-01-2019,08/31/2020,Earth,8062573357,"$60,769","$9,487","$3,691","$1,000","$70,858",Yes,Yes,"19,254",0,"18,031",501,"38,032","23,484","1,611","5,166","9,106","29,922",Yes,1,4,0,"2,038",38
Duval County/Freer Branch Library,,,,Freer,3613945350,,,,,,,,,,,,,,,,,,,,,,,
Duval County/Benavides Branch Library,,,,Benavides,3612564646,,,,,,,,,,,,,,,,,,,,,,,
Falls City Public Library,"1,255",10-01-2019,09/30/2020,Falls City,8302543361,"$71,349","$21,506","$1,350",$0,"$109,758",Yes,Yes,"13,280",163,"16,852","4,248","36,289","4,162","1,193","4,906",335,"8,895",Yes,7,553,0,340,34
Karnes City Public Library,"6,164",10-01-2019,09/30/2020,Karnes City,8307802539,"$104,167","$21,908","$6,750",$0,"$149,172",Yes,Yes,"19,229",316,"4,288",401,"25,963","12,252","1,018","9,376","1,007","19,327",Yes,6,"1,907",0,"1,711",43
Runge Public Library,"2,073",10-01-2019,09/30/2020,Runge,8302394192,"$64,748","$9,258","$1,000",$0,"$90,067",Yes,Yes,"9,704",0,"16,852","4,248","31,897","2,502",724,"2,033",249,"4,784",Yes,6,295,0,914,34
Allen Memorial Public Library,"4,530",10-01-2019,09/30/2020,Hawkins,9037692241,"$41,705","$4,333","$1,500","$57,497","$69,848",Yes,Yes,"20,638","1,024","28,464","5,826","58,436",0,"3,413","5,912","2,084","12,256",Yes,10,"2,277",0,"1,507",48
Leander Public Library,"62,608",10-01-2019,09/30/2020,Leander,5122595259,"$365,449","$56,589","$48,139","$656,554","$664,703",Yes,Yes,"51,042","5,660","15,004","3,647","79,899","58,195","26,746","35,990","14,845","1,14,966",Yes,22,"5,663",0,"2,766",38
Newark Public Library,"4,405",10-01-2019,09/30/2020,Newark,8174892224,"$47,803","$2,071","$1,693","$10,406","$60,949",Yes,Yes,"7,600",140,0,0,"8,590",100,"1,300","4,000",0,"5,600",Yes,4,100,0,750,24
Alvarado Public Library,"4,530",10-01-2019,09/30/2020,Alvarado,8177837323,"$125,090",$755,"$16,330","$162,273","$176,923",Yes,Yes,"26,984",602,447,57,"35,128","20,333","4,446","11,268",827,"20,289",Yes,11,"2,041",0,"2,098",46
Elgin Public Library,"10,314",10-01-2019,09/30/2020,Elgin,5122815678,"$235,641","$16,387","$3,473","$367,486","$409,848",Yes,Yes,"34,097","1,295",177,274,"38,310","21,095","8,668","28,419",957,"49,253",Yes,15,"3,053",0,960,24
Fort Hancock ISD/Public Library,"4,886",09-01-2019,08/31/2020,Fort Hancock,9157393811,"$127,604","$18,400","$2,088",$0,"$127,084",Yes,Yes,"28,900",30,114,0,"29,164","30,000",500,"10,000",30,"23,080",Yes,28,"5,000",0,788,21
Fort Hancock ISD/Public Library,,,,Fort Hancock,9157693811,,,,,,,,,,,,,,,,,,,,,,,
Nancy Nail Memorial Library,"3,036",07-01-2019,06/30/2020,Mart,2548762465,"$23,854","$3,231","$1,200","$3,000","$55,032",Yes,Yes,"19,885",80,0,0,"20,744","1,582",300,"1,797",0,"1,997",Yes,5,375,585,944,35
New Waverly Public Library,"4,943",01-01-2020,12/31/2020,New Waverly,9363442198,"$35,235","$3,027","$1,500","$36,000","$93,666",Yes,Yes,"24,424",149,"18,558","2,342","47,938","11,634","6,176","5,780",333,"8,317",Yes,15,"1,501",0,"1,680",48
Crowley Public Library,"16,460",10-01-2019,09/30/2020,Crowley,8172976707,"$377,743","$19,413","$4,355","$504,118","$509,958",Yes,Yes,"49,255","2,566","22,718","7,683","88,955","33,589","18,611","16,540","3,897","85,777",Yes,40,"2,704",0,"1,972",48
Rio Grande City Public Library,"14,511",10-01-2019,09/30/2020,Rio Grande City,9564874389,"$211,918","$18,500","$5,000","$297,508","$303,375",Yes,Yes,"17,939",178,"29,453","4,024","52,357","13,328","7,958","1,195",618,"3,713",Yes,17,"2,128",0,"1,275",25
Pottsboro Area Public Library,"3,792",10-01-2019,09/30/2020,Pottsboro,9037868274,"$17,286","$1,760","$1,000","$39,840","$44,945",Yes,Yes,"4,191",387,"33,391","6,339","45,334","6,104","3,225","2,903","1,886","6,885",Yes,9,"1,234","5,908","1,196",52
East Parker County Library,"16,173",10-01-2019,09/30/2020,Aledo,8174416545,"$34,383","$1,493","$3,490","$40,000","$80,129",Yes,Yes,"21,003","1,052","21,413","7,683","53,513","15,206","5,359","8,800","3,274","29,435",Yes,6,718,0,"1,226",44
Benbrook Public Library,"23,502",10-01-2019,09/30/2020,Benbrook,8172496632,"$877,709","$54,616","$32,654","$1,571,136","$1,573,299",Yes,Yes,"40,037",983,"5,00,713","1,38,906","7,05,172","45,483","15,217","48,340","24,262","1,52,712",Yes,37,"8,526",0,"3,080",46
Bridge City Public Library,"7,862",10-01-2019,09/30/2020,Bridge City,4097354242,"$114,946","$11,916",$835,"$151,263","$156,585",Yes,Yes,"16,100",487,"24,491","1,728","44,394","7,284","4,476","4,578","3,525","13,212",Yes,16,932,"3,900","1,443",29
Caprock Public Library,"1,546",10-01-2019,09/30/2020,Quitaque,8064551225,"$33,994","$2,954",$0,"$33,994","$41,092",Yes,Yes,"8,215",394,"5,718","1,464","16,850","1,993",225,"1,468",76,"2,580",Yes,5,172,305,"1,705",44
Lumberton Public Library,"20,674",10-01-2019,09/30/2020,Lumberton,4097557400,"$179,790","$27,966","$5,289","$251,820","$261,320",Yes,Yes,"19,952",821,"19,180","2,074","45,542","22,720","9,674","21,147","4,340","43,795",Yes,7,"1,436","5,879","1,320",44
Tri-County Library,"3,995",10-01-2019,09/30/2020,Mabank,9038879622,"$25,000","$19,840","$2,896","$60,500","$60,500",Yes,Yes,"13,856",428,"23,728","3,979","42,659","16,428","9,428","13,924","3,620","22,970",Yes,12,"10,498",0,768,24
Jonestown Community Library,"2,105",10-01-2019,09/30/2020,Jonestown,5122677511,"$127,969","$4,904","$1,500","$147,769","$149,589",Yes,Yes,"9,048",364,"20,237","5,180","36,524","6,395",895,"4,405",606,"6,175",Yes,4,432,"6,852","2,095",42
Rhome Community Library,"6,597",10-01-2019,09/30/2020,Rhome,8176362767,"$11,710","$1,053","$1,009",$600,"$49,331",Yes,Yes,"10,663",102,"16,142",666,"29,056","2,177",519,"1,643",357,"4,487",Yes,4,335,"1,334",664,22
Real County Public Library Leakey,"2,319",09-01-2019,08/31/2020,Leakey,8302325199,"$37,990","$1,413","$1,000",$0,"$72,014",Yes,Yes,"13,866",746,"13,631","2,605","32,639","10,589","1,977","1,489",434,"3,509",Yes,11,"1,722","2,022","1,088",29
Celina Public Library,"18,405",10-01-2019,09/30/2020,Celina,9723828655,"$197,072","$23,655","$1,500","$227,387","$245,652",Yes,Yes,"17,084",221,"28,464","5,826","52,667","14,001","5,522","6,468","13,198","38,108",Yes,5,"1,082",0,"2,384",46
Converse Public Library,"28,171",10-01-2019,09/30/2020,Converse,2106594160,"$203,630","$24,177","$2,414","$280,332","$280,582",Yes,Yes,"18,568",240,"21,959","3,666","46,816","27,464","6,017","12,861","1,300","27,013",Yes,13,"7,136","5,974","1,780",45
Marion Community Library,"2,882",10-01-2019,09/30/2020,Marion,8309142371,"$83,920","$4,480",$0,"$1,300","$36,132",Yes,Yes,"16,221",383,77,0,"18,092","1,863","1,817","1,680",0,"2,080",Yes,17,378,0,800,40
Cameron-J Jarvis Troup Municipal Library,"2,044",10-01-2019,09/30/2020,Troup,9038423101,"$47,824","$5,004","$1,500","$15,000","$77,557",Yes,Yes,"11,341",0,"33,375","6,337","52,167","3,291","3,481","6,549","1,750","9,901",Yes,6,606,"20,536",440,22
Cockrell Hill Public Library,"4,154",10-01-2019,09/30/2020,Cockrell Hill-Dallas,2143309935,"$48,568","$1,347",$0,"$51,756","$52,660",Yes,Yes,"7,530",0,"6,295",125,"14,633","2,718",627,392,3,"1,066",Yes,12,"1,119",0,859,24
East Travis Gateway Library District,"24,524",01-01-2020,12/31/2020,Del Valle,5122431981,"$265,216","$69,552","$3,435","$972,229","$987,967",Yes,Yes,"19,108",90,"10,629","3,567","37,139","3,825","6,291","1,414",212,"3,446",Yes,20,"2,196",0,702,13
Garfield Library,,,,Del Valle,5122477371,,,,,,,,,,,,,,,,,,,,,,,
Melissa Public Library,"12,117",10-01-2019,09/30/2020,Melissa,9728374540,"$257,008","$13,834","$3,000","$309,893","$317,140",Yes,Yes,"17,672",703,"28,700","6,016","59,219","18,510","3,183","34,316","4,735","56,672",Yes,13,"1,196",0,"2,165",38
Shiner Public Library,"2,162",05-01-2019,04/30/2020,Shiner,3615943044,"$109,533","$8,977",$0,"$124,989","$154,487",Yes,Yes,"17,191",666,0,0,"19,128","10,255","4,315","11,224",0,"20,656",Yes,4,"3,988",0,"1,876",50
La Joya Municipal Library,"6,546",10-01-2019,09/30/2020,La Joya,9565814533,"$72,210","$3,605",$0,"$89,150","$104,109",Yes,Yes,"34,438",729,"9,761","11,222","57,070","6,276",61,"3,263",85,"4,321",Yes,26,"1,042",0,"1,135",25
Kennedale Public Library,"8,645",10-01-2019,09/30/2020,Kennedale,8179852136,"$193,896","$18,843","$2,953","$275,890","$275,890",Yes,Yes,"17,863",252,616,605,"20,836","1,06,238","6,385","3,192","3,995","12,996",Yes,8,"1,112",0,"2,288",25
Frisco Public Library,"2,00,490",10-01-2019,09/30/2020,Frisco,9722925669,"$3,617,756","$281,494","$460,816","$5,025,508","$5,025,508",Yes,Yes,"1,60,851","2,359","40,014","9,330","2,36,841","3,56,036","99,471","4,60,994","2,68,272","20,06,797",Yes,78,"35,113","8,61,652","2,305",38
JR Huffman Public Library,"9,742",01-01-2020,12/31/2020,Hemphill,4097874829,"$42,083","$6,827",$0,"$5,000","$55,362",Yes,Yes,"20,010",519,0,0,"22,498","6,500","3,056","10,924",0,"13,175",Yes,4,"1,300",0,"1,342",47
Lillie Russell Memorial Library,"6,464",01-01-2020,12/31/2020,Lindale,9038821900,"$91,918","$7,061","$1,667","$40,000","$186,270",Yes,Yes,"57,849","1,885",0,0,"62,144","51,585","26,151","57,755",0,"97,975",Yes,10,"5,501",0,"1,800",41
Joe A Hall High School and Community Library,"11,125",01-01-2020,12/31/2020,Venus,9723668353,"$98,379","$19,600","$1,500","$5,100","$122,717",Yes,Yes,"18,418",0,"28,541","4,571","52,667",891,"1,774",686,860,"3,054",Yes,18,131,0,800,26
Clint ISD Public Library,"43,539",09-01-2019,08/31/2020,Clint-El Paso,9159268017,"$128,204","$2,911","$1,593",$500,"$133,707",Yes,Yes,"18,851",160,155,15,"19,558","4,900","2,291","3,624",158,"4,008",Yes,34,"2,500",0,616,24
Joshua School & Public Library,"27,641",09-01-2019,08/31/2020,Joshua,8172022547,"$185,617","$5,452","$3,000","$21,300","$201,166",Yes,Yes,"34,433",371,"14,179","8,361","58,578","11,151","4,610","2,760","1,889","5,857",Yes,18,"13,416","1,450","1,686",29
Sabinal Public Library,"2,240",10-01-2019,09/30/2020,Sabinal,8309882911,$220,"$1,269",$0,$0,"$4,747",Yes,Yes,"11,809",7,0,0,"12,217","5,258","1,583","1,488",0,"2,137",Yes,5,203,0,"1,378",38
Utopia Memorial Library,"3,233",10-01-2019,09/30/2020,Utopia,8309663448,$0,"$2,687",$0,$0,"$15,999",Yes,Yes,"16,530",439,0,0,"18,546","2,638",748,"4,080",0,"4,164",Yes,6,468,0,992,36
Valley Mills Public Library,"1,180",10-01-2019,09/30/2020,Valley Mills,2549326370,"$14,209",$93,"$1,500","$15,000","$19,020",Yes,Yes,"9,890",415,"17,023","4,241","32,056","2,792","3,196","4,006",100,"6,136",Yes,7,"2,700",0,588,26
Betty Foster Public Library,"3,180",10-01-2019,09/30/2020,Ponder,9404792683,"$30,765",$500,$500,"$24,401","$48,801",Yes,Yes,"10,362",312,0,0,"15,424",0,"1,036",323,0,527,Yes,3,76,0,525,21
The Library at Cedar Creek Lake,"4,351",09-01-2019,08/31/2020,Seven Points,9034324185,"$100,550","$6,033","$1,500","$2,135","$209,172",Yes,Yes,"26,118","1,776","24,495","5,984","60,082","71,801","9,217","13,997","3,929","22,034",Yes,33,"4,345",0,"1,062",31
Crandall-Combine Community Library,"15,786",09-01-2019,08/31/2020,Crandall,9724276120,"$138,843","$19,615","$8,685","$4,800","$181,937",Yes,Yes,"25,231",825,"56,806","6,216","89,430","19,377","2,838","3,875",985,"8,558",Yes,10,856,0,"1,175",25
Camp Wood Public Library,"1,159",09-01-2019,08/31/2020,Camp Wood,8305973208,$1,"$4,028","$1,500",$0,"$35,364",Yes,Yes,"8,724",198,"13,631","2,605","26,650","2,942",850,"2,622",429,"3,512",Yes,7,815,0,776,28
