Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Buna Public Library,"9,483",01-01-2018,12/31/2018,Buna,4099945501,"$15,502","$1,079",$0,$0,"$42,795",Yes,Yes,"24,653",536,0,0,"26,852","28,315","4,175","3,969",0,"5,807",Yes,6,"1,531",0,"1,656",52
Fannie Brown Booth Memorial Library,"5,326",10-01-2017,9/30/2018,Center,9365985522,"$42,934","$14,219","$1,687","$54,000","$98,365",Yes,Yes,"14,516",779,"11,509",927,"28,932","11,221","6,886","12,207","12,512","30,502",Yes,7,"4,947","1,477","1,702",50
Austin Memorial Library,"8,125",10-01-2017,9/30/2018,Cleveland,2815923920,"$215,968","$25,219","$19,160","$353,985","$378,396",Yes,Yes,"37,961","1,324","11,731","7,210","61,365","96,467","10,627","40,596","3,244","59,680",Yes,24,"10,105",0,"2,250",52
Tarkington Community Library,"9,577",10-01-2017,9/30/2018,Cleveland-Tarkington,2815925136,"$6,901","$1,694",$0,$0,"$28,455",Yes,Yes,"10,640",182,0,0,"11,405","4,906",311,"1,899",0,"2,309",Yes,4,343,"1,200","1,235",52
Coldspring Area Public Library Inc,923,01-01-2018,12/31/2018,Coldspring,9366533104,"$27,000","$3,737","$1,500","$11,500","$61,377",Yes,Yes,"13,752",556,"1,269",175,"16,752","9,789","5,624","3,742","1,115","6,208",Yes,9,"1,868","22,378","1,642",50
Nesbitt Memorial Library,"5,662",10-01-2017,9/30/2018,Columbus,9797323392,"$174,777","$20,924","$5,872","$225,035","$282,560",Yes,Yes,"37,619","1,090","14,408","3,334","58,584","58,597","3,151","15,378","2,800","31,663",Yes,17,"9,758","11,558","2,438",52
Montgomery County Memorial Library System,"5,65,031",10-01-2017,9/30/2018,Conroe,9367888377,"$7,713,147","$627,693","$295,077",$0,"$9,699,801",Yes,Yes,"6,11,082","43,019","3,23,358","3,28,689","13,61,368","9,23,129","3,07,285","11,59,208","3,11,963","25,47,829",Yes,231,"1,41,880","9,77,447","3,132",52
Mickey Reily Public Library,"1,582",10-01-2017,9/30/2018,Corrigan,9363984156,"$89,850","$13,256",$0,"$136,401","$141,440",Yes,Yes,"22,100","4,563",0,0,"27,834","8,298","4,881","3,302",0,"3,873",Yes,10,"3,175",0,"1,841",49
JH Wootters Crockett Public Library,"6,526",10-01-2017,9/30/2018,Crockett,9365443089,"$107,422","$22,665","$3,841","$141,109","$185,344",Yes,Yes,"40,677",780,"12,889",760,"57,413","37,859","7,037","32,859","2,983","48,016",Yes,22,"11,952","66,551","1,831",52
Jones Public Library,"7,969",10-01-2017,9/30/2018,Dayton,9362587060,"$203,089","$9,034","$1,500","$286,104","$289,453",Yes,Yes,"18,120",993,973,187,"21,217","34,042","10,319","13,904","2,674","27,629",Yes,29,"6,269","2,746","1,932",48
Deer Park Public Library,"33,891",10-01-2017,9/30/2018,Deer Park,2814787208,"$747,790","$81,534","$48,964","$955,047","$955,047",Yes,Yes,"83,218","1,617","50,420","18,473","1,59,296","65,849","40,013","53,687","19,017","1,26,351",Yes,34,"16,953","17,009","2,579",52
TLL Temple Memorial Library & Archives,"5,303",01-01-2018,12/31/2018,Diboll,9368295497,"$224,938","$14,238","$4,097","$16,000","$417,437",Yes,Yes,"41,021",921,"14,354","1,039","59,149","14,557","10,264","11,184","2,539","21,406",Yes,14,"3,366",0,"2,307",52
Dickinson Public Library,"23,614",10-01-2017,9/30/2018,Dickinson,2815343812,"$279,006","$19,006","$4,240","$323,772","$370,233",Yes,Yes,"33,557","1,551","7,964","1,136","46,952","46,980","16,162","24,652","1,751","38,504",Yes,16,"11,912","34,912","1,961",52
Eula & David Wintermann Library,"5,764",07-01-2017,6/30/2018,Eagle Lake,9792345411,"$75,782","$7,864","$1,658","$7,250","$126,247",Yes,Yes,"26,430","1,827","19,899",390,"49,191","13,792","4,485","8,189",80,"12,927",Yes,11,"1,941","2,543","2,184",52
Friendswood Public Library,"44,376",10-01-2017,9/30/2018,Friendswood,2814827135,"$1,023,783","$102,264","$40,635","$1,212,040","$1,302,041",Yes,Yes,"87,404","6,634","50,988","19,901","1,72,423","1,86,169","53,528","1,68,107","50,273","3,46,203",Yes,32,"21,077","1,47,973","3,199",52
Rosenberg Library,"58,570",10-01-2017,9/30/2018,Galveston,4097638854,"$2,285,742","$185,005","$106,573","$2,836,405","$4,501,174",Yes,Yes,"1,08,997","6,012","48,648","55,865","2,45,485","2,68,372","18,969","1,45,779","46,854","3,03,481",Yes,82,"55,355","2,80,423","3,432",52
Garwood Memorial Library,"3,210",01-01-2018,12/31/2018,Garwood,9797583242,"$2,115",$352,$0,$0,"$9,800",No,Yes,"7,530",25,0,0,"7,855","1,533",701,0,0,"1,986",Yes,3,356,0,251,52
Grapeland Public Library,"1,426",01-01-2018,12/31/2018,Grapeland,9366873425,"$11,196","$8,101","$1,439",$10,"$25,377",Yes,Yes,"8,617",172,0,0,"9,571","6,228","1,347","3,036",0,"3,883",Yes,8,"2,526",0,"1,200",50
Groves Public Library,"15,769",10-01-2017,9/30/2018,Groves,4099626281,"$242,232","$14,540","$2,000","$319,773","$323,782",Yes,Yes,"34,601",955,"13,879",157,"51,373","37,601","3,428","13,979","2,181","34,988",Yes,23,"7,798","1,579","2,421",50
JR Huffman Public Library,"9,650",01-01-2018,12/31/2018,Hemphill,4097874829,"$39,754","$2,900",$0,"$5,000","$85,496",Yes,Yes,"21,653",425,0,0,"23,778","14,600","3,000","15,195",0,"17,370",Yes,9,"2,700",0,"1,820",52
Waller County Library,"51,307",01-01-2018,12/31/2018,Hempstead,9798267658,"$358,880","$22,800","$3,000",$0,"$432,035",Yes,Yes,"48,896",650,"1,600",209,"59,335","35,825","16,233","37,528","1,451","56,315",Yes,20,"12,466","12,014","2,496",52
Genevieve Miller Hitchcock Public Library,"9,163",10-01-2017,9/30/2018,Hitchcock,4099867814,"$77,970","$13,577","$1,500","$122,890","$159,040",Yes,Yes,"31,961",398,"8,972",926,"43,806","15,553","5,078","4,412",442,"9,451",Yes,16,"6,277","2,513","1,700",52
Houston Public Library,"23,12,717",07-01-2017,6/30/2018,Houston,8323931313,"$31,238,788","$2,142,098","$1,115,463","$40,633,025","$43,518,349",Yes,Yes,"22,60,434","54,238","1,32,578","35,600","27,37,731","30,48,845","13,88,950","13,53,148","9,45,968","40,42,712",Yes,"3,097","6,28,541","45,34,835","2,769",51
Harris County Public Library,"20,95,545",03-01-2017,2/28/2018,Houston-HCPL,7132746600,"$20,151,380","$2,182,959","$2,653,172","$173,875","$32,250,592",Yes,Yes,"19,04,297","84,385","1,24,207","23,424","22,76,454","34,87,683","14,65,099","63,85,512","15,45,602","91,42,485",Yes,"1,288","6,47,243","41,08,261",0,0
McMullen Memorial Library,"8,402",09-01-2017,8/31/2018,Huntington,9368764516,"$81,100","$33,100",$250,$0,"$205,636",Yes,Yes,"34,200",0,0,0,"34,716","13,916","7,616","63,400",0,"1,00,400",Yes,6,"9,300",0,"1,792",52
Huntsville Public Library,"26,835",10-01-2017,9/30/2018,Huntsville,9362915472,"$445,914","$40,612","$7,629","$656,490","$669,012",Yes,Yes,"58,130","1,750","7,183",502,"73,118","86,265","13,257","72,853","8,450","1,54,749",Yes,50,"19,062","21,396","2,548",52
Jasper Public Library,"7,604",10-01-2017,9/30/2018,Jasper,4093843791,"$240,291","$35,916","$5,171","$328,108","$338,044",Yes,Yes,"32,607","1,982","2,043",0,"38,467","48,875","8,869","20,330","6,048","32,447",Yes,24,"7,779",0,"2,230",52
Kirbyville Public Library,"3,892",10-01-2017,9/30/2018,Kirbyville,4094234653,"$90,057","$2,114",$0,"$111,900","$117,760",Yes,Yes,"18,763",431,0,0,"20,442","19,807","8,516","6,437",0,"11,469",Yes,15,"3,596",0,"1,664",52
Kountze Public Library,"3,871",10-01-2017,9/30/2018,Kountze,4092462826,"$95,801","$7,944","$2,326","$121,920","$130,681",Yes,Yes,"15,646","1,524","13,669","1,027","34,789","21,783","7,143","12,646","3,123","21,230",Yes,14,"6,394",0,"2,370",52
La Marque Public Library,"19,446",10-01-2017,9/30/2018,La Marque,4099389270,"$229,230","$14,605","$4,062","$265,976","$297,983",Yes,Yes,"29,526",272,"11,504",987,"45,153","35,468","10,785","17,957","1,436","30,075",Yes,17,"8,601","11,352","1,948",52
Helen Hall Library,"1,21,362",10-01-2017,9/30/2018,League City,2815541111,"$1,729,898","$213,062","$54,992","$2,274,652","$2,490,991",Yes,Yes,"1,35,593","13,893","41,965","14,297","2,28,991","2,27,033","35,363","2,57,861","93,154","6,48,545",Yes,47,"51,039","1,23,983","3,194",52
Liberty Municipal Library,"9,215",10-01-2017,9/30/2018,Liberty,9363368901,"$271,839","$18,310","$1,500","$436,800","$448,191",Yes,Yes,"49,260","1,101","13,328",926,"67,866","44,636","14,036","20,789","3,366","46,353",Yes,23,"7,237","29,130","2,036",52
Livingston Municipal Library,"5,144",10-01-2017,9/30/2018,Livingston,9363274252,"$317,940","$27,285","$1,358","$461,714","$495,977",Yes,Yes,"17,379",985,858,93,"20,558","50,705","7,205","27,327","8,961","49,689",Yes,12,"8,730",0,"2,120",48
Kurth Memorial Library,"35,837",10-01-2017,9/30/2018,Lufkin,(936) 630-0560,"$512,150","$98,584","$24,192","$630,275","$630,275",Yes,Yes,"91,822","2,957","9,965",328,"1,08,840","1,16,698","27,948","99,253","6,496","1,91,131",Yes,28,"15,284",0,"2,860",52
Lumberton Public Library,"20,496",10-01-2017,9/30/2018,Lumberton,4097557400,"$151,973","$19,065","$3,494","$232,278","$241,778",Yes,Yes,"29,448","1,026","11,582","1,015","46,314","38,454","16,348","27,394","3,479","56,026",Yes,7,"5,368","7,358","2,137",52
Judy B McDonald Public Library,"33,614",10-01-2017,9/30/2018,Nacogdoches,9365592970,"$366,371","$53,457","$32,685","$531,168","$590,680",Yes,Yes,"96,999","4,195","4,034",357,"1,08,825","1,17,563","41,661","75,245","13,026","1,31,738",Yes,21,"32,036",0,"2,844",52
Marion & Ed Hughes Public Library,"17,491",10-01-2017,9/30/2018,Nederland,4097221255,"$316,841","$46,751","$15,755","$458,036","$502,860",Yes,Yes,"76,298","3,495","50,426","19,820","1,60,293","53,042","3,641","45,630","11,235","85,784",Yes,11,"6,620",0,"2,164",52
New Waverly Public Library,"4,893",01-01-2018,12/31/2018,New Waverly,9363442198,"$33,655","$2,722","$1,500","$25,000","$73,800",Yes,Yes,"25,649",127,"6,610",718,"35,245","21,684","5,917","9,682",298,"11,192",Yes,15,"1,920",0,"2,091",52
Newton County Public Library,"13,952",01-01-2018,12/31/2018,Newton,4093798300,"$109,418","$12,407","$1,500",$0,"$158,714",Yes,Yes,"20,709",436,"8,840",885,"33,357","25,670","7,415","13,225",624,"18,224",Yes,16,"6,533",0,"1,920",52
Onalaska Public Library,"2,755",10-01-2017,9/30/2018,Onalaska,9366462665,"$40,003","$1,378",$0,"$51,500","$56,828",Yes,Yes,"8,443",146,19,0,"9,515","17,661","1,454","5,619",0,"7,676",Yes,4,"1,824","2,387","1,938",49
Orange Public Library,"19,072",10-01-2017,9/30/2018,Orange,4098831086,"$395,785","$24,088","$3,000","$447,804","$452,907",Yes,Yes,"75,168","1,469","11,508",927,"91,678","94,610","13,270","49,998","2,573","70,626",Yes,7,"3,885",0,"2,097",52
Palacios Library Inc,"10,388",01-01-2018,12/31/2018,Palacios,3619723234,"$98,174","$10,961","$2,525","$30,000","$148,437",Yes,Yes,"38,788",673,96,0,"41,207","30,329","7,300","5,453",16,"8,245",Yes,15,"9,150",0,"2,094",52
Pasadena Public Library,"1,53,520",10-01-2017,9/30/2018,Pasadena,7134770276,"$2,700,617","$214,087","$79,019","$3,658,735","$3,668,319",Yes,Yes,"1,09,874","4,251","52,588","20,900","1,98,028","4,17,212","74,538","1,31,041","20,257","2,56,227",Yes,121,"62,794","1,55,095","2,672",52
Arthur Temple Sr Memorial Library,811,01-01-2018,12/31/2018,Pineland,4095842546,"$108,361","$6,951","$2,080","$4,000","$183,498",Yes,Yes,"18,050","1,182","62,227","1,100","84,210","14,505","2,858","9,970","2,230","15,696",Yes,11,"2,589",0,"1,764",52
Port Arthur Public Library,"55,498",10-01-2017,9/30/2018,Port Arthur,4099858838,"$759,624","$10,749","$15,588","$935,533","$943,533",Yes,Yes,"39,416","2,500","50,091","19,820","1,14,961",0,21,0,"4,947","5,701",Yes,0,0,"1,20,880",0,52
Effie & Wilton Hebert Public Library,"12,898",10-01-2017,9/30/2018,Port Neches,4097224554,"$445,568","$39,137","$3,731","$577,680","$610,955",Yes,Yes,"37,353","1,141","54,090","19,821","1,15,134","1,23,011","5,865","23,237","4,347","58,097",Yes,14,"6,297","1,46,227","2,944",51
Fort Bend County Libraries,"7,23,230",10-01-2017,9/30/2018,Richmond,2816334702,"$12,511,498","$1,291,243","$858,492",$0,"$17,636,335",Yes,Yes,"7,25,898","62,292","3,10,665","3,77,924","15,83,805","19,01,484","3,85,033","11,37,068","1,96,403","32,82,671",Yes,439,"3,66,921","14,97,258","3,271",52
San Augustine Public Library,"8,253",07-01-2017,6/30/2018,San Augustine,9362755367,"$121,643","$11,713","$3,009","$152,973","$170,359",Yes,Yes,"23,112",927,"1,344",0,"27,466","15,159","5,083","15,804","1,623","20,782",Yes,11,"8,824","7,826","2,348",52
Mae S Bruce Library,"15,591",10-01-2017,9/30/2018,Santa Fe,4099255540,"$191,544","$12,989","$6,139","$235,212","$259,066",Yes,Yes,"26,142",646,"49,959","18,484","96,315","29,979","5,054","13,517","6,717","33,543",Yes,8,"6,745","10,336","2,174",50
Virgil & Josephine Gordon Memorial Library,"10,640",01-01-2018,12/31/2018,Sealy,9798857469,"$82,663","$7,207",$0,"$18,750","$100,722",Yes,Yes,"36,018",500,0,0,"38,338","12,222","13,314","10,015",0,"13,115",Yes,10,"6,523",0,"1,995",52
Shepherd Public Library,"2,410",10-01-2018,9/30/2019,Shepherd,9366283515,"$95,240","$4,800",$0,"$99,740","$99,740",Yes,Yes,"3,185",575,0,0,"5,685","18,000","4,280","4,696",0,"5,616",Yes,10,"13,500",0,"1,616",52
Sheridan Memorial Library,"3,210",01-01-2018,12/31/2018,Sheridan,9792345154,"$13,806","$1,588","$1,657",$0,"$20,704",No,Yes,"6,875",0,0,0,"7,981","1,026",525,"1,244",0,"1,389",Yes,3,683,0,"1,300",52
Silsbee Public Library,"12,319",10-01-2017,9/30/2018,Silsbee,4093854831,"$127,247","$20,996",$0,"$180,128","$190,339",Yes,Yes,"51,968","1,106",0,0,"58,427","42,000","23,982","17,622",0,"25,799",Yes,10,"3,533",0,"2,395",52
Alma M Carpenter Public Library,"3,397",01-01-2018,12/31/2018,Sour Lake,4092873592,"$59,956","$4,317",$0,"$86,883","$96,006",Yes,Yes,"15,353",508,0,0,"16,713","13,000","4,055","7,561",0,"8,293",Yes,5,"1,905",0,"2,340",52
Moore Memorial Public Library,"56,321",10-01-2017,9/30/2018,Texas City,4096435970,"$711,948","$147,087","$72,981","$1,320,682","$1,397,673",Yes,Yes,"1,57,923","5,868","9,793",0,"1,97,115","1,12,969","22,428","1,43,756","5,043","2,01,998",Yes,43,"36,660","42,003","2,979",52
Timpson Public Library,"3,940",01-01-2018,12/31/2018,Timpson,9362542966,$0,"$6,224",$538,"$84,151","$85,425",Yes,Yes,"17,150",0,0,0,"18,296","3,480","2,815","4,595",0,"5,405",Yes,11,"2,300",0,"2,742",52
Vidor Public Library,"10,854",10-01-2017,9/30/2018,Vidor,4097697148,"$154,134","$18,140","$3,000","$217,395","$232,916",Yes,Yes,"38,724",570,"8,970",926,"51,856","29,463","7,796","13,164","2,457","24,457",Yes,7,"4,512","2,967","2,250",51
Austin County Library System,"14,910",10-01-2017,9/30/2018,Wallis,9794786813,"$124,354","$10,000","$1,020",$0,"$133,075",Yes,Yes,"38,143",853,0,0,"42,520","24,385","4,912","21,933",0,"33,083",Yes,13,"1,538",0,"1,872",52
Weimar Public Library,"3,385",10-01-2017,9/30/2018,Weimar,9797256608,"$79,917","$6,313","$1,500","$93,339","$99,452",Yes,Yes,"12,009",440,120,78,"14,300","10,716","3,673","42,005",267,"67,883",Yes,6,"8,302",0,"2,221",50
Wharton County Library,"41,968",01-01-2018,12/31/2018,Wharton,9795328080,"$751,002","$58,690","$9,557",$0,"$1,093,591",Yes,Yes,"1,08,494","3,242","49,619","20,370","1,85,404","2,32,952","16,762","58,950","11,669","1,39,752",Yes,37,"20,780","36,000","2,569",51
Allan Shivers Library & Museum,"21,539",01-01-2018,12/31/2018,Woodville,4092833709,"$135,200","$17,000","$6,000","$23,500","$218,827",Yes,Yes,"31,482",693,"5,886",425,"40,390","19,335","5,183","12,010","2,166","20,655",Yes,10,"4,490",0,"2,176",52
Andrews County Library,"17,722",10-01-2017,9/30/2018,Andrews,4325239819,"$504,172","$26,353","$5,712",$0,"$616,224",Yes,Yes,"65,320","4,710","13,909","2,243","87,955","55,473","7,363","14,953",368,"35,125",Yes,16,"6,519",0,"2,609",52
Howard County Library,"36,040",10-01-2017,9/30/2018,Big Spring,4322642260,"$299,821","$30,633",$331,$0,"$392,482",Yes,Yes,"64,242","1,844",0,0,"68,119","60,244","11,922","22,345",0,"42,537",Yes,12,"8,848",0,"2,218",52
Kendrick Memorial Library,"12,715",01-01-2018,12/31/2018,Brownfield,8066373848,"$178,708","$11,965","$3,000","$7,500","$209,019",Yes,Yes,"38,547","1,218","17,647","1,369","59,929","12,707","3,894","13,798","1,774","19,152",Yes,4,"3,470",0,"1,999",52
Crane County Library,"4,740",10-01-2017,9/30/2018,Crane,4325581142,"$154,049","$17,632","$2,180",$0,"$229,040",Yes,Yes,"21,243",367,"15,000","1,307","39,673","33,600","1,674","11,083",362,"23,443",Yes,12,"12,480",0,"1,936",52
Crosby County Library,"5,899",10-01-2017,9/30/2018,Crosbyton,8066752673,"$71,480","$3,672","$1,500","$5,432","$101,503",Yes,Yes,"24,715",432,"2,263",623,"28,113","7,499","1,664","5,846",749,"8,269",Yes,13,"1,748",0,"1,344",51
Yoakum County/Cecil Bickley Library,"4,592",01-01-2018,12/31/2018,Denver City,8065922754,"$213,791","$20,440","$2,566",$0,"$257,956",Yes,Yes,"45,628","1,847","59,282","19,331","1,29,984","25,877","5,540","8,329","2,564","20,823",Yes,10,"12,088","1,701","2,125",50
Springlake-Earth Community Library,"1,626",09-01-2017,8/31/2018,Earth,8062573357,"$72,747","$8,492","$2,021","$1,000","$85,212",Yes,Yes,"16,766",7,"10,106",574,"27,751","26,911","1,544","7,894","7,806","33,079",Yes,1,22,0,"2,013",47
Floyd County Library,"5,855",10-01-2017,9/30/2018,Floydada,8069834922,"$57,585","$14,604",$0,$0,"$93,985",Yes,Yes,"23,863",112,0,0,"24,430","10,000","2,425","8,256",0,"10,648",Yes,5,"3,528",0,"1,920",52
Guthrie CSD & King County Consolidated Library,296,10-01-2017,9/30/2018,Guthrie,8065964069,"$69,989","$6,118","$1,508",$0,"$93,549",Yes,Yes,"19,913",552,"14,794","1,375","38,214","26,650",248,"4,721",189,"14,510",Yes,4,"4,052",0,"1,772",51
Hale Center Public Library Inc,"3,133",01-01-2018,12/31/2018,Hale Center,8068392055,"$9,498",$295,$0,"$5,400","$28,341",Yes,Yes,"12,972",331,0,0,"13,708","1,730","1,365",628,0,"1,159",Yes,4,493,0,"1,162",50
Idalou Community Library,"2,582",01-01-2018,12/31/2018,Idalou,8068922114,"$19,386",$325,$0,"$24,586","$27,786",Yes,Yes,"14,223",195,0,0,"14,418","11,000","1,850",792,0,"1,372",Yes,10,"9,500",0,"1,345",52
Winkler County Library,"7,574",01-01-2018,12/31/2018,Kermit,4325863841,"$159,336","$9,402","$1,785",$0,"$205,218",Yes,Yes,"32,834","1,132",0,0,"33,968","42,512","1,809","5,532",0,"9,044",Yes,7,"6,375","1,012","2,280",52
Dawson County Public Library,"12,813",10-01-2017,9/30/2018,Lamesa,8068726502,"$216,552","$17,633","$2,000","$7,560","$279,702",Yes,Yes,"28,995","2,636","58,042","17,187","1,08,356","1,23,284","6,354","31,426","3,242","66,405",Yes,8,"5,654",0,"2,253",52
Hockley County Memorial Library,"23,088",01-01-2018,12/31/2018,Levelland,8068946750,"$176,550","$13,899","$3,800",$0,"$225,806",Yes,Yes,"30,778",939,"17,623","1,357","51,373","9,778","4,126","11,550","3,652","29,774",Yes,11,"3,122",0,"2,084",52
Lamb County Library,"7,958",10-01-2017,9/30/2018,Littlefield,8063855223,"$107,067","$19,085",$0,$0,"$150,157",Yes,Yes,"16,325","1,650",0,0,"19,467","84,359","7,852","19,467",0,"22,004",Yes,11,"49,230",0,"2,075",52
Lubbock Public Library,"2,83,803",10-01-2017,9/30/2018,Lubbock,8067752824,"$2,189,200","$253,567","$115,131","$3,596,860","$3,815,412",Yes,Yes,"2,46,584","14,686","12,844","3,526","3,08,372","4,80,000","1,67,004","4,58,991","1,40,351","9,55,598",Yes,34,"68,000","2,61,115","3,484",52
Motley County Library,"1,230",10-01-2017,9/30/2018,Matador,8063472717,"$21,030","$5,426",$800,"$5,500","$37,845",Yes,Yes,"11,984",278,"5,455","1,328","20,908","5,627","1,075","5,599",728,"12,573",Yes,9,960,88,"1,196",52
Upton County Public Library,"1,649",01-01-2018,12/31/2018,McCamey,4326528718,"$79,287","$6,111",$0,$0,"$89,243",Yes,Yes,"18,008","1,498",0,0,"19,506","38,900","1,831","9,200",0,"18,554",Yes,11,"8,393",0,"1,960",52
Midland County Public Library,"1,65,049",10-01-2017,9/30/2018,Midland,4326884320,"$2,487,622","$151,357","$107,285",$0,"$3,323,092",Yes,Yes,"2,34,862","9,865","16,849","1,275","2,79,060","2,83,233","51,068","1,59,991","31,173","3,85,542",Yes,87,"38,410","1,01,371",952,19
Ward County Library,"11,472",01-01-2018,12/31/2018,Monahans,4329433332,"$262,907","$24,500",$363,$0,"$329,770",Yes,Yes,"60,256","1,553",0,0,"66,993","17,905","4,446","17,316",0,"26,112",Yes,22,"6,757",0,"2,397",52
Cochran County Love Memorial Library,"2,851",01-01-2018,12/31/2018,Morton,8062665051,"$65,930","$9,839",$0,$0,"$85,642",Yes,Yes,"13,632",169,0,0,"13,822","9,843","1,521","1,305",0,"4,086",Yes,8,"3,350",0,"1,750",52
Muleshoe Area Public Library,"5,082",10-01-2017,9/30/2018,Muleshoe,8062724707,"$158,775","$17,017","$2,250","$248,633","$248,633",Yes,Yes,"14,210",453,"13,736","1,192","30,194","29,217","2,128","16,314","1,865","23,785",Yes,7,398,765,"2,259",52
Ector County Library,"1,57,087",10-01-2017,9/30/2018,Odessa,4323320633,"$1,153,292","$125,061","$26,651",$0,"$1,534,832",Yes,Yes,"2,02,843","7,421","12,678",564,"2,40,518","2,91,866","1,07,320","5,01,709","7,203","5,99,878",Yes,29,"41,268",0,"2,866",52
Olton Area Library,"3,626",10-01-2017,9/30/2018,Olton,8062857772,"$90,309","$7,461","$1,000","$2,460","$122,028",Yes,Yes,"9,458",294,"15,199","1,001","27,228","16,421","1,509","7,715","8,207","20,614",Yes,11,"2,120",0,"1,815",51
Yoakum County Library,"3,976",01-01-2018,12/31/2018,Plains,8064568725,"$172,175","$17,090",$0,$0,"$218,971",Yes,Yes,"34,748","1,645",0,0,"39,672","18,483","1,305","28,695",0,"34,380",Yes,9,"13,998","7,782","2,059",51
Unger Memorial Library,"31,001",10-01-2017,9/30/2018,Plainview,8062961148,"$211,359","$45,843",$0,"$441,265","$466,457",Yes,Yes,"47,852","1,306",0,0,"51,281","55,976","36,504","20,413",0,"32,332",Yes,14,"8,115",0,"2,737",51
Post Public Library,"3,416",10-01-2017,9/30/2018,Post,8069902149,"$62,897","$15,376","$1,500","$96,373","$96,373",Yes,Yes,"15,321","1,148","58,089","17,187","92,006","20,014","1,613","8,447","1,952","13,475",Yes,10,"2,188",0,"1,553",52
Rankin Public Library,"2,014",01-01-2018,12/31/2018,Rankin,4326932881,"$87,878","$13,406",$0,$0,"$107,821",Yes,Yes,"23,467",655,0,0,"24,420","29,102","1,287","9,115",0,"14,808",Yes,8,"7,849",0,"1,960",52
Gaines County Library,"20,638",10-01-2017,9/30/2018,Seminole,4327584007,"$383,791","$31,173","$4,252",$0,"$453,794",Yes,Yes,"44,986","1,505","16,849","1,275","67,546","52,326","6,232","26,449","4,926","76,188",Yes,15,"3,606","7,882","2,202",52
Shallowater School County Library,"5,965",09-01-2017,8/31/2018,Shallowater,8068324531,"$20,568","$7,809","$1,000",$0,"$48,332",Yes,Yes,"9,243",59,405,36,"9,841","3,917","1,530","1,367",79,"2,767",Yes,12,347,0,"1,200",50
Slaton City Library,"6,670",10-01-2017,9/30/2018,Slaton,8068282008,"$50,713","$2,943",$0,"$43,540","$59,230",Yes,Yes,"10,292",220,0,0,"11,234","9,021","2,857","6,852",0,"7,538",Yes,6,"5,178",0,"1,820",52
Dickens County Spur Public Library,"2,209",09-01-2017,8/31/2018,Spur,8062713714,"$9,417","$1,802","$1,500","$7,000","$30,236",Yes,Yes,"14,604",151,"14,500",0,"29,792","2,904",848,"4,764","1,230","6,840",Yes,8,694,0,"1,010",52
Martin County Library,"5,626",01-01-2018,12/31/2018,Stanton,4327562472,"$142,880","$20,973",$0,$0,"$183,988",Yes,Yes,"25,835",913,0,0,"28,739","17,634","3,358","6,364",0,"9,784",Yes,16,"1,962",0,"1,944",52
City County Library,"5,859",10-01-2017,9/30/2018,Tahoka,8065614050,"$87,344","$8,582","$1,055","$71,463","$128,609",Yes,Yes,"6,724",736,"2,262",623,"10,921","10,655","1,495","4,106",972,"10,307",Yes,4,391,513,"1,935",52
City of Wolfforth Library,"5,502",10-01-2017,9/30/2018,Wolfforth,8068554150,"$116,620","$11,516","$2,532","$180,422","$193,576",Yes,Yes,"19,377","1,177","15,283","1,356","38,296","26,413","6,789","6,929","71,503","98,260",Yes,21,"5,252","3,258","2,939",52
Bandera County Library,"7,399",10-01-2017,9/30/2018,Bandera,8307964213,"$76,958","$16,418","$1,500",$0,"$134,458",Yes,Yes,"24,240","1,285","8,611","2,501","39,771","55,191","7,531","19,360","2,473","27,536",Yes,13,"10,013",0,"2,208",52
Patrick Heath Public Library,"25,411",10-01-2017,9/30/2018,Boerne,8302493053,"$1,000,553","$43,731","$20,683","$886,003","$1,314,447",Yes,Yes,"41,744","2,682","90,194","59,824","2,00,411","1,55,884","20,048","1,02,821","28,967","2,42,125",Yes,47,"17,164","32,895","2,723",52
Mammen Family Public Library,"31,505",07-01-2017,6/30/2018,Bulverde,8304384864,"$656,262","$48,694","$34,123","$1,717,439","$1,785,400",Yes,Yes,"62,652","4,346","6,861","10,078","92,984","1,39,490","14,010","1,64,682","26,050","2,98,295",Yes,19,"26,068","77,744","3,164",52
Camp Wood Public Library,"1,715",09-01-2017,8/31/2018,Camp Wood,8305973208,$1,"$8,789","$1,875",$0,"$37,402",Yes,Yes,"9,564",171,"10,472","2,107","23,462","6,321",726,"3,930",127,"4,985",Yes,6,"1,489",0,"1,398",52
Tye Preston Memorial Library,"27,827",07-01-2017,6/30/2018,Canyon Lake,8309643744,"$331,665","$35,091","$24,146","$773,017","$863,616",Yes,Yes,"33,995","2,180","6,692","10,078","57,819","69,523","8,012","73,310","11,404","1,17,037",Yes,31,"15,871","35,834","2,993",52
