Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Richardson Public Library,"1,16,382",10-01-2021,09/30/2022,Richardson,9727444350,"$31,45,532","$2,60,798","$1,97,058","$37,11,699","$37,37,332",Y,Y,"2,13,249","11,061","18,370","14,902","2,78,012","2,92,043","40,469","3,30,856","79,513","11,06,758",Y,38,"10,163","4,31,370","3,422",52
Richland Hills Public Library,"8,484",10-01-2021,09/30/2022,Richland Hills,8176163760,"$3,29,603","$24,800","$6,000","$4,02,533","$4,03,847",Y,Y,"21,336","1,600","34,419","12,781","74,516","10,882","2,197","16,300",586,"35,984",Y,8,"2,006",0,"1,760",52
Fort Bend County Libraries,"8,16,175",10-01-2021,09/30/2022,Richmond,2816334702,"$1,55,07,990","$16,65,609","$6,89,914",$0,"$2,06,60,348",Y,Y,"8,52,796","59,127","38,429","35,093","10,60,149","12,52,108","3,89,012","7,70,265","2,80,911","33,89,215",Y,427,"1,77,739","11,17,529","2,588",52
Rio Grande City Public Library,"15,670",10-01-2021,09/30/2022,Rio Grande City,9564874389,"$2,21,999","$16,900","$7,000","$2,96,963","$3,02,532",Y,Y,"17,122",215,"44,312","7,000","1,26,058","15,322","8,218",500,"3,127","5,800",Y,17,"2,029",0,"1,936",52
Rio Hondo Public Library,"2,752",10-01-2021,09/30/2022,Rio Hondo,9567483322,"$19,181","$1,245","$1,500","$74,354","$75,383",Y,Y,"11,695",74,"24,138","8,444","45,040","2,808","3,116",324,664,"1,347",Y,17,708,0,"1,470",52
Roanoke Public Library,"9,878",10-01-2021,09/30/2022,Roanoke,8174912691,"$5,36,872","$26,647","$22,339","$6,95,014","$6,95,014",Y,Y,"29,929","1,513","15,130",862,"53,838","82,217","15,905","23,351","4,208","95,463",Y,16,"3,962","3,284","2,784",52
Coke County Library,"3,321",10-01-2021,09/30/2022,Robert Lee,3254532495,"$13,973","$4,089",$800,$0,"$22,251",Y,Y,"11,766",362,0,0,"12,536",600,204,598,0,"1,001",Y,1,78,0,"1,014",52
Nueces County Public Libraries,"32,183",10-01-2021,09/30/2022,Robstown,3613873431,"$6,81,349","$1,02,210","$73,771","$1,700","$10,91,003",Y,Y,"38,477",398,"8,08,696","1,86,570","10,65,611","41,619","13,513","29,317","5,466","70,374",Y,139,"3,531","2,35,375","2,227",52
Lucy Hill Patterson Memorial Library,"5,398",10-01-2021,09/30/2022,Rockdale,5124463410,"$1,49,877","$10,000",$0,"$1,89,449","$1,89,449",Y,Y,"20,508",406,"14,292",0,"35,981","9,538","4,256","6,394",203,"14,348",Y,14,"2,536",0,"1,715",52
Aransas County Public Library,"23,829",01-01-2022,12/31/2022,Rockport,3617900153,"$2,03,122","$17,085","$4,572",$0,"$2,57,574",Y,Y,"41,211",627,"25,486","8,924","76,647","17,792","11,720","12,837","11,160","32,416",Y,5,"3,412","1,223","2,370",51
Claud H Gilmer Memorial Library,"1,438",09-01-2021,08/31/2022,Rocksprings,8306838130,"$1,07,330","$11,324","$6,807",$0,"$1,44,291",Y,Y,"16,084",0,"17,874","5,583","40,115","25,500","1,646","4,878",756,"31,891",Y,68,"3,815","7,323","2,225",52
Rockwall County Library,"96,350",10-01-2021,09/30/2022,Rockwall,9722047700,"$9,62,119","$1,16,378","$52,784",$0,"$13,40,108",Y,Y,"1,11,090","6,016","46,280","4,714","1,74,326","1,24,638","53,809","77,036","43,356","2,88,417",Y,53,"10,647",0,"2,444",52
D Brown Memorial Library,"1,345",10-01-2021,09/30/2022,Rosebud,2545832328,"$40,189",$914,$789,"$42,347","$48,777",Y,Y,"8,035",238,"18,861","5,850","34,093","1,112",438,"4,890","19,001","26,646",Y,10,436,0,"1,504",47
Rotan Public Library,"3,706",01-01-2022,12/31/2022,Rotan,3257353362,"$13,401",$0,$0,"$13,401","$18,401",Y,Y,"11,434",199,0,0,"12,615",0,765,0,0,0,Y,5,0,0,960,52
Round Rock Public Library System,"1,23,876",10-01-2021,09/30/2022,Round Rock,5122187000,"$28,79,124","$1,86,485","$2,41,353","$35,56,339","$35,56,339",Y,Y,"1,47,858","7,332","11,093","5,362","1,82,765","2,75,851","65,788","5,23,918","1,03,865","12,10,817",Y,16,"18,642",0,"3,285",48
Round Top Family Library,93,01-01-2022,12/31/2022,Round Top,9792492700,"$85,692","$6,778",$440,"$25,000","$3,66,090",Y,Y,"9,901",283,"27,863","8,948","49,276","10,603","2,616","3,454",448,"5,201",Y,3,104,"4,712","1,248",52
Rowlett Public Library,"63,671",10-01-2021,09/30/2022,Rowlett,9724126161,"$9,41,418","$69,726","$81,199","$12,76,410","$12,97,968",Y,Y,"61,003","3,563","42,843","13,734","1,37,164","1,10,479","11,621","53,697","46,030","2,04,771",Y,8,"5,658","35,335","3,056",51
CF Goodwin Public Library,"15,978",10-01-2021,09/30/2022,Royse City,9726352772,"$1,05,845","$12,309","$2,900","$1,59,621","$1,59,621",Y,Y,"16,667",192,"49,993","7,232","76,345","19,254","3,954","14,718","3,050","43,914",Y,11,"3,132",0,"2,038",52
Runge Public Library,"1,691",10-01-2021,09/30/2022,Runge,8302394192,"$87,691","$8,463","$1,100",$0,"$1,08,247",Y,Y,"10,443",0,"17,837","5,557","34,749","2,384",795,"1,379",83,"3,857",Y,6,219,0,"1,155",52
Singletary Memorial Library,"3,742",10-01-2021,09/30/2022,Rusk,9036835916,"$77,934","$8,000","$1,500","$1,12,050","$1,18,406",Y,Y,"21,465",437,"59,980",135,"83,048","46,700","1,868","7,682",867,"11,920",Y,4,"7,020",0,"2,626",52
Sabinal Public Library,"1,855",10-01-2021,09/30/2022,Sabinal,8309882911,"$6,000","$4,676",$0,"$16,738","$35,675",Y,Y,"12,193",211,"5,530",0,"18,264","5,408","1,733","1,691","2,280","4,671",Y,3,146,0,"1,518",38
Sachse Public Library,"29,042",10-01-2021,09/30/2022,Sachse,9725308966,"$3,33,168","$50,962","$43,626","$5,26,341","$5,42,276",Y,Y,"35,013",11,"5,319","6,486","51,256","44,136","9,777","33,394","33,898","1,50,097",Y,8,"2,100",0,"2,375",52
John Ed Keeter Public Library,"24,011",10-01-2021,09/30/2022,Saginaw,8172300300,"$5,97,232","$40,893","$14,262","$7,04,440","$7,71,180",Y,Y,"50,697","2,298","18,133","10,685","87,528","51,574","7,142","31,507","8,077","73,648",Y,11,"4,186",0,"2,411",51
Saint Jo Public Library,"2,858",10-01-2021,09/30/2022,Saint Jo,9409950008,"$11,645","$2,400","$1,500","$9,000","$30,100",Y,Y,"11,790",0,"10,009",894,"23,273",0,"1,106","2,040",164,"3,142",Y,2,2,0,"1,250",50
Salado Public Library District,"9,734",09-01-2021,08/31/2022,Salado,2549479191,"$2,55,866","$26,813","$10,832","$6,45,044","$7,03,309",Y,Y,"20,614","1,107","39,278","8,000","72,668","44,050","5,195","21,866","4,983","54,549",Y,18,"1,968","10,944","2,398",49
Tom Green County Library System,"1,19,411",10-01-2021,09/30/2022,San Angelo,3256557321,"$18,99,010","$2,55,117","$1,78,216",$0,"$29,48,853",Y,Y,"2,27,194","8,398","18,543","7,224","3,00,245","2,36,985","53,297","2,08,150","85,000","4,55,441",Y,32,"17,855","1,29,688","3,129",52
San Antonio Public Library,"18,14,307",10-01-2021,09/30/2022,San Antonio,2102072500,"$2,66,86,474","$26,21,393","$28,30,391","$4,25,49,219","$4,59,67,147",Y,Y,"12,00,392","1,06,295","2,60,673","1,32,544","18,84,048","25,06,767","4,85,140","23,11,604","25,20,556","75,48,953",Y,"1,165","2,05,170","14,17,933","2,396",52
BiblioTech,"1,40,520",10-01-2021,09/30/2022,San Antonio/BexarCty,2103352450,"$24,06,656",$0,"$5,77,269",$0,"$38,29,542",Y,Y,0,0,"7,44,888","4,64,918","12,62,053","1,02,479","2,01,437",0,"1,80,071","2,27,788",Y,284,"22,905","1,39,530","2,688",52
San Augustine Public Library,"7,922",07-01-2021,06/30/2022,San Augustine,9362755367,"$1,19,845","$14,750","$4,929","$1,60,335","$1,66,707",Y,Y,"24,381","2,986","20,504","2,910","53,101","9,294","5,358","9,347",914,"11,525",Y,11,"2,400",0,"2,218",52
San Benito Public Library,"33,791",10-01-2021,09/30/2022,San Benito,9563613860,"$2,57,541","$23,546","$6,000","$3,91,264","$3,91,264",Y,Y,"37,148",0,0,0,"43,588","32,385","39,743","3,341",0,"7,272",Y,24,"1,901",0,"2,286",52
Terrell County Public Library,724,10-01-2021,09/30/2022,Sanderson,4323452294,"$15,075","$1,011",$157,$0,"$23,549",Y,Y,"22,740",191,0,0,"24,904","1,900",364,"2,691",0,"2,809",Y,9,880,0,"1,040",52
Sanger Public Library,"13,116",10-01-2021,09/30/2022,Sanger,9404583257,"$2,77,882","$8,343","$2,632","$2,95,725","$3,13,500",Y,Y,"17,947",813,"9,818",655,"31,113","20,519","3,909","7,318","2,925","23,496",Y,5,"1,652",0,"2,027",50
San Juan Memorial Library,"54,662",10-01-2021,09/30/2022,San Juan,9567020926,"$2,52,423","$8,257",$0,"$2,89,658","$3,02,453",Y,Y,"38,804",147,"1,61,729","75,464","2,82,647","20,727","23,901","2,688",326,"9,041",Y,63,"5,410","19,229","2,294",52
San Marcos Public Library,"90,968",10-01-2021,09/30/2022,San Marcos,5123938200,"$15,06,838","$1,57,719","$47,261","$17,11,366","$18,90,456",Y,Y,"1,65,000","4,267","21,298","7,158","2,43,288","4,37,487","36,900","1,36,309","41,821","3,39,558",Y,37,"32,198",0,"3,500",52
Rylander Memorial Library,"5,827",10-01-2021,09/30/2022,San Saba,3253723079,"$53,243","$11,089","$1,500",$0,"$84,047",Y,Y,"14,118",932,"43,738","10,008","69,335","8,500","1,343","4,486","1,319","7,944",Y,6,620,0,"1,155",52
Mae S Bruce Library,"14,567",10-01-2021,09/30/2022,Santa Fe,4099255540,"$2,56,016","$19,789","$4,653","$2,88,347","$3,10,534",Y,Y,"25,987",209,"65,146","19,683","1,11,834","15,885","2,591","2,752",784,"12,075",Y,8,"2,021","5,155","2,244",44
Schertz Public Library,"1,21,698",10-01-2021,09/30/2022,Schertz,2106191700,"$9,11,988","$82,218","$42,307","$9,62,621","$12,12,330",Y,Y,"88,473","3,542","99,730","33,412","2,38,186","1,57,428","29,612","1,06,161","31,371","3,18,836",Y,51,"11,324","47,244","3,064",52
Schulenburg Public Library,"2,669",10-01-2021,09/30/2022,Schulenburg,9797433345,"$1,94,894","$8,519","$8,114","$2,38,590","$2,60,168",Y,Y,"42,205",491,"27,124","1,022","74,440","11,881","4,356","18,800","1,469","31,296",Y,20,"2,963","8,151","1,798",52
Seagoville Public Library,"18,805",10-01-2021,09/30/2022,Seagoville,9722877720,"$2,17,460","$9,949","$3,000","$2,36,902","$2,37,177",Y,Y,"24,312",239,"31,771","7,943","66,252","7,739","2,271","5,853",706,"12,691",Y,8,899,0,"1,748",43
Virgil & Josephine Gordon Memorial Library,"11,123",01-01-2022,12/31/2022,Sealy,9798857469,"$74,791","$18,870",$0,"$15,000","$2,28,060",Y,Y,"31,033",627,"14,292",0,"47,734","7,885","13,558","6,900",31,"13,483",Y,6,"1,020","2,605","2,286",52
Seguin Public Library,"45,444",10-01-2021,09/30/2022,Seguin,8304012422,"$12,10,100","$62,033","$47,463","$12,96,401","$15,69,963",Y,Y,"70,950","1,256","1,92,420","76,257","3,45,632","1,28,698","12,544","1,07,291","32,071","2,65,024",Y,62,"20,271","69,428","3,206",52
Gaines County Library,"21,895",10-01-2021,09/30/2022,Seminole,4329551007,"$3,44,468","$29,133","$4,275",$0,"$4,34,788",Y,Y,"40,025","1,419","32,840","4,172","80,753","38,468","6,628","16,287","4,876","72,509",Y,17,"1,343","6,633","2,196",52
The Library at Cedar Creek Lake,"4,047",09-01-2021,08/31/2022,Seven Points,9034324185,"$1,03,825","$8,509","$1,500",$808,"$1,71,180",Y,Y,"30,102","2,009","35,817","7,198","77,465","52,526","5,235","10,313","4,024","16,818",Y,33,"3,263","6,295","2,042",42
Baylor County Free Library,"3,477",10-01-2021,09/30/2022,Seymour,9408892007,"$15,600","$16,000",$0,"$29,331","$35,511",Y,Y,"26,407",175,0,0,"26,757","2,500","3,477",100,0,600,Y,10,200,624,"1,560",52
Shallowater School County Library,"6,350",09-01-2021,08/31/2022,Shallowater,8068324531,"$21,561","$7,649","$1,000",$0,"$48,938",Y,Y,"7,808",51,843,93,"8,795","2,241","1,702",754,35,"1,312",Y,4,42,0,"1,000",50
Shamrock Community Library,"4,946",01-01-2022,12/31/2022,Shamrock,8062563921,"$20,301","$4,800","$2,000","$41,100","$46,900",Y,Y,"30,000",0,"6,000","1,941","37,955","4,000","2,100","2,450",450,"7,175",Y,4,800,0,"1,045",50
Shepherd Public Library,"2,045",10-01-2021,09/30/2022,Shepherd,9366283515,"$55,776","$6,293",$0,"$79,910","$81,066",Y,Y,"10,564",174,"14,292",0,"27,139","5,074","5,138","10,363",18,"12,800",Y,6,624,"2,080","2,052",45
Sherman Public Library,"44,873",10-01-2021,09/30/2022,Sherman,9038927240,"$6,43,424","$37,403","$46,430","$9,07,876","$9,20,830",Y,Y,"43,614","3,581","38,924","10,149","1,00,777","55,955","15,341","40,741","26,397","1,14,434",Y,13,"8,449","15,922","2,632",52
Shiner Public Library,"2,154",01-01-2022,12/31/2022,Shiner,3615943044,"$1,23,061","$6,106",$0,"$1,51,269","$1,62,709",Y,Y,"18,273",663,0,0,"20,215","9,028","4,221","8,016",0,"16,201",Y,4,"3,586",0,"2,173",52
Silsbee Public Library,"12,775",10-01-2021,09/30/2022,Silsbee,4093854831,"$1,49,577","$16,032","$4,489","$2,06,703","$2,18,703",Y,Y,"53,976","1,416","31,504","2,080","94,922","26,495","6,678","9,704","1,637","25,497",Y,10,"2,791",0,"2,412",52
Sinton Public Library,"8,134",10-01-2021,09/30/2022,Sinton,3613644545,"$1,55,302","$11,587",$0,"$2,07,952","$2,10,110",Y,Y,"21,896",405,"14,292",0,"37,727","8,430","7,559","4,539",2,"8,265",Y,12,"1,476",0,"2,205",52
Slaton City Library,"6,546",10-01-2021,09/30/2022,Slaton,8068282008,"$47,552","$1,558",$0,"$53,009","$70,699",Y,Y,"10,748",174,"14,292",0,"26,036","2,418","3,278","1,670",37,"2,008",Y,3,558,0,"2,032",51
Smithville Public Library,"13,151",10-01-2021,09/30/2022,Smithville,5122373282,"$2,68,888","$23,530","$4,991","$2,88,741","$3,38,366",Y,Y,"41,889","1,093","37,604","6,356","90,529","16,252","6,528","34,047","3,561","71,112",Y,14,"2,667","5,501","2,174",52
Scurry County Library,"16,824",01-01-2022,12/31/2022,Snyder,3255735572,"$3,50,574","$25,981",$0,$0,"$4,03,660",Y,Y,"66,908","1,925","8,792","1,881","82,166","27,781","6,811","20,571",29,"39,764",Y,15,"1,590",0,"2,340",52
Sutton County Library,"3,319",10-01-2021,09/30/2022,Sonora,3253872111,"$1,34,465","$7,871","$1,500",$0,"$2,25,045",Y,Y,"14,236","1,379","30,050","1,881","47,628","8,293","2,479","1,649","1,092","3,616",Y,14,"1,036",0,"2,430",50
Alma M Carpenter Public Library,"3,342",01-01-2022,12/31/2022,Sour Lake,4092873592,"$51,038","$4,522",$0,"$70,687","$81,035",Y,Y,"12,264",524,0,0,"14,373","5,304",541,"2,296",0,"4,143",Y,5,728,0,"2,187",52
Southlake Public Library,"31,105",10-01-2021,09/30/2022,Southlake,8177488243,"$6,74,943","$1,01,038","$38,350","$9,11,139","$9,44,815",Y,Y,"35,967",712,"2,419",573,"43,545","94,573","15,769","1,12,500","61,133","4,00,066",Y,10,"2,085","40,417","2,636",50
Hansford County Library,"5,159",01-01-2022,12/31/2022,Spearman,8066592231,"$47,882","$6,317",$0,"$37,200","$1,12,084",Y,Y,"18,703","9,337","5,618","1,782","37,181","5,315","1,360","10,290",284,"12,791",Y,4,"1,259","8,506","1,976",52
Springtown Public Library,"11,557",10-01-2021,09/30/2022,Springtown,8175235862,"$1,01,674","$9,027","$3,325","$1,38,544","$1,57,133",Y,Y,"14,920",254,"18,133","10,685","44,621","11,641","5,209","12,766","4,872","27,361",Y,7,"1,338",0,"2,193",52
Dickens County Spur Public Library,"1,740",09-01-2021,08/31/2022,Spur,8062713714,"$14,211","$4,720","$1,500","$8,100","$27,405",Y,Y,"15,424",106,"19,346","3,326","38,635","2,775","1,063","1,834",710,"3,135",Y,8,286,0,"1,025",51
Martin County Library,"5,211",01-01-2022,12/31/2022,Stanton,4327562472,"$1,75,166","$20,123",$0,$0,"$2,18,151",Y,Y,"24,996","1,017","14,292",0,"42,205","7,144","3,559","7,242",1,"9,322",Y,16,947,0,"1,971",45
Stephenville Public Library,"21,199",10-01-2021,09/30/2022,Stephenville,2549181240,"$1,96,370","$12,162","$3,299","$2,62,345","$2,67,927",Y,Y,"27,300",601,0,0,"35,426","30,546","22,669","22,175",0,"30,918",Y,9,"4,850",0,"1,920",48
Sterling County Public Library,"1,381",10-01-2021,09/30/2022,Sterling City,3253782212,"$28,213","$16,684",$0,$0,"$65,024",Y,Y,"11,689",413,0,0,"12,111","3,849","1,374",568,0,"2,732",Y,5,321,303,"1,478",44
Sherman County Public Library,"2,798",10-01-2021,09/30/2022,Stratford,8063662200,"$94,521","$17,988",$0,$0,"$1,52,499",Y,Y,"18,244","2,894","6,738","2,293","30,322","8,566","1,071","12,137",105,"28,370",Y,9,"1,094",0,"1,973",52
City of Sundown Library,"1,265",10-01-2021,09/30/2022,Sundown,8062293131,"$14,330","$6,441",$0,"$19,352","$34,352",Y,Y,"8,321",42,"14,292",0,"22,656","1,460",166,748,13,"1,152",Y,1,3,16,772,39
Doris Padgett Library,"8,062",10-01-2021,09/30/2022,Sunnyvale,9722264491,"$1,51,068","$19,850","$2,100","$2,17,306","$2,17,940",Y,Y,"43,367",273,"35,251","7,145","89,265","16,144","7,367","6,867","1,533","33,965",Y,6,612,0,"2,240",52
County-City Library,"14,597",10-01-2021,09/30/2022,Sweetwater,3252354978,"$2,21,375","$16,938","$2,200","$39,500","$2,81,555",Y,Y,"40,690","1,415","73,851","28,493","1,46,268","21,264","10,893","11,804","1,995","18,456",Y,9,"2,298",0,"1,988",52
City County Library,"5,688",10-01-2021,09/30/2022,Tahoka,8065614050,"$1,02,555","$6,717","$1,500","$99,395","$1,60,857",Y,Y,"7,324",252,"63,284","38,790","1,10,036","11,357","1,780","1,702",146,"10,306",Y,3,217,0,"1,845",52
Taylor Public Library,"16,807",10-01-2021,09/30/2022,Taylor,5123523434,"$3,99,209","$38,551","$3,089","$4,46,082","$4,46,082",Y,Y,"55,076","1,265","35,236","27,640","1,20,861","23,714","13,059","46,386","3,084","92,531",Y,16,"11,374","16,748","1,903",51
Teague Public Library,"10,746",10-01-2021,09/30/2022,Teague,2547393311,"$88,700","$7,363","$1,500","$1,38,863","$1,63,310",Y,Y,"19,095",74,"20,000","6,000","45,769","10,263","6,071","6,256","21,000","28,705",Y,6,"1,595",0,"2,214",52
Temple Public Library,"85,416",10-01-2021,09/30/2022,Temple,2542985555,"$13,07,150","$1,36,720","$12,750","$18,40,275","$18,74,111",Y,Y,"1,42,547","4,052","8,955","4,217","1,66,368","1,68,668","18,740","2,06,652","4,688","4,70,487",Y,33,"3,308","44,523","2,850",50
Riter C Hulsey Public Library,"57,343",10-01-2021,09/30/2022,Terrell,9725516663,"$9,02,702","$29,165","$26,787","$11,53,392","$12,03,462",Y,Y,"60,634","1,738","46,500","7,566","1,19,606","62,546","7,354","10,531","11,340","62,034",Y,16,"5,854","17,890","2,093",48
Texarkana Public Library,"36,017",10-01-2021,09/30/2022,Texarkana,9037942149,"$6,21,087","$47,959","$16,419","$6,00,000","$11,41,597",Y,Y,"82,289","4,381","36,390","7,700","1,39,905","58,168","42,338","32,997","10,253","61,686",Y,26,"11,285","23,842","2,460",52
Moore Memorial Public Library,"61,819",10-01-2021,09/30/2022,Texas City,4096435970,"$8,60,908","$1,10,904","$1,07,566","$14,04,687","$14,80,351",Y,Y,"1,29,156","5,256","11,352","2,843","1,92,784","69,728","22,505","54,501","9,931","91,075",Y,39,"12,528","17,892","2,872",52
The Colony Public Library,"62,924",10-01-2021,09/30/2022,The Colony,9726251900,"$10,21,376","$43,041","$58,342","$13,00,820","$13,48,002",Y,Y,"62,070","2,970","39,920","17,375","1,29,334","45,799","23,127","37,209","25,242","1,17,603",Y,26,"6,611","38,879","2,297",49
Depot Public Library,"1,495",09-01-2021,08/31/2022,Throckmorton,9408493076,"$9,958",$161,$0,"$2,000","$22,605",Y,Y,"9,475",0,0,0,"9,799","4,014",601,"2,620",0,"2,782",Y,7,852,0,"1,248",52
Timpson Public Library,"3,541",01-01-2022,12/31/2022,Timpson,9362542966,$0,"$2,119",$0,"$18,069","$19,876",Y,Y,"16,409",0,"14,292",0,"32,145",800,"2,864",318,44,433,Y,10,600,0,"1,620",52
Cameron-J Jarvis Troup Municipal Library,"2,039",10-01-2021,09/30/2022,Troup,9038423101,"$52,118","$5,087","$1,500","$20,000","$1,03,516",Y,Y,"12,254",0,"44,027","5,216","62,637","4,909","2,418","10,773","2,036","15,285",Y,6,692,"14,000",980,49
Swisher County Library,"7,008",10-01-2021,09/30/2022,Tulia,8069953447,"$72,462","$9,148",$296,"$9,500","$1,11,157",Y,Y,"11,508",793,"5,982","1,941","20,403","9,801","2,185","4,317",443,"7,241",Y,17,775,"11,829","2,144",52
Tyler Public Library,"1,07,192",10-01-2021,09/30/2022,Tyler,9035937323,"$11,87,130","$74,659","$49,510","$17,00,651","$17,29,712",Y,Y,"1,89,942","7,279","64,006","58,726","3,37,782","1,32,015","12,866","81,943","1,16,752","3,15,113",Y,35,"11,307",0,"2,758",52
Universal City Public Library,"19,808",10-01-2021,09/30/2022,Universal City,2106597048,"$2,05,737","$25,136","$3,118","$4,16,587","$4,24,617",Y,Y,"19,811",944,0,0,"23,122","35,063","14,102","9,781",0,"25,045",Y,13,"2,166",0,"2,008",52
University Park Public Library,"24,849",10-01-2021,09/30/2022,University Park,2143639095,"$5,65,507","$44,085","$42,503","$8,38,168","$9,23,055",Y,Y,"53,187",497,"35,701","7,232","99,373","38,157","3,933","26,850","20,250","1,72,799",Y,7,770,"40,623","2,288",52
Utopia Memorial Library,"2,746",10-01-2021,09/30/2022,Utopia,8309663448,-$2,"$3,105",$0,$0,"$27,692",Y,Y,"16,811",459,0,0,"18,869","2,301","1,081","2,407",0,"2,674",Y,5,"1,255",0,"1,265",48
El Progreso Memorial Library,"20,275",07-01-2021,06/30/2022,Uvalde,8302782017,"$2,33,945","$11,715",$298,"$1,22,583","$6,96,649",Y,Y,"66,805","1,164","29,968","1,528","1,01,557","37,898","20,443","15,413","2,280","28,132",Y,16,"4,000",0,"2,142",51
Valley Mills Public Library,"1,243",10-01-2021,09/30/2022,Valley Mills,2549326370,"$14,209",$633,"$1,500","$15,000","$30,965",Y,Y,"11,535",53,"26,982","8,402","47,464","2,332",88,"7,464",241,"12,741",Y,4,750,50,"1,250",50
Van Alstyne Public Library,"7,797",10-01-2021,09/30/2022,Van Alstyne,9034825991,"$2,39,230","$8,678","$1,500","$3,32,211","$3,59,693",Y,Y,"15,232",336,"44,027","5,216","65,530","13,898","2,841","9,905","2,553","25,105",Y,5,972,"5,462","1,716",52
Van Horn City County Library,"2,193",04-01-2021,03/31/2022,Van Horn,4322832855,"$1,15,294","$3,618",$0,"$78,000","$1,46,033",Y,Y,"18,981",447,0,0,"19,745","5,343",248,104,0,808,Y,6,273,0,"1,960",48
Oldham County Public Library,"1,717",10-01-2021,09/30/2022,Vega,8062672635,"$6,920","$3,057",$0,"$2,000","$19,300",Y,Y,"10,704",329,"4,050",0,"15,169","1,952","1,180",725,181,"26,802",Y,2,37,"4,825",922,43
Joe A Hall High School and Community Library,"11,980",01-01-2022,12/31/2022,Venus,9723668353,"$1,09,744","$9,825","$2,000",$0,"$1,37,310",Y,Y,"16,136",0,"35,562","7,448","60,148","3,004","2,427",673,773,"3,876",Y,30,300,0,"1,268",42
Carnegie City-County Library,"12,731",10-01-2021,09/30/2022,Vernon,9405522462,"$91,608","$10,748",$0,"$69,884","$1,49,186",Y,Y,"31,595","1,973","14,292",0,"48,446","10,000","8,253","16,381",93,"20,383",Y,9,"4,500","3,000","1,716",50
Victoria Public Library,"90,964",10-01-2021,09/30/2022,Victoria,3614853301,"$13,42,255","$1,43,205","$88,103","$23,48,982","$23,67,188",Y,Y,"75,760","7,459","60,462","14,636","1,73,232","1,33,065","38,009","1,95,367","40,122","3,52,265",Y,47,"18,396","64,630","2,681",52
Vidor Public Library,"9,712",10-01-2021,09/30/2022,Vidor,4097697148,"$1,52,111","$17,251","$3,000","$2,29,834","$2,34,102",Y,Y,"39,206",478,"21,193","3,454","67,258","5,010","2,125","8,885","3,316","21,216",Y,4,730,"1,305","2,040",51
Waco-McLennan County Library,"2,19,928",10-01-2021,09/30/2022,Waco,2547505941,"$30,43,939","$5,67,722","$68,923","$34,93,368","$45,34,478",Y,Y,"3,19,229","15,932","1,68,054","70,707","5,96,330","2,42,486","72,827","2,40,728","58,009","5,99,074",Y,152,"53,230","2,19,102","2,989",52
Austin County Library System,"15,149",10-01-2021,09/30/2022,Wallis,9794786813,"$93,248","$7,105",$0,$0,"$1,39,907",Y,Y,"26,284",546,0,0,"30,736","24,804","4,511","7,613",0,"14,185",Y,10,748,0,"2,080",52
Waskom Public Library,"5,278",01-01-2022,12/31/2022,Waskom,9036873041,"$22,875","$3,520",$0,"$7,500","$27,006",Y,Y,"11,501",700,"14,292",0,"26,952","2,862","3,034","2,302",2,"2,986",Y,5,578,"19,138","1,253",52
Watauga Public Library,"23,313",10-01-2021,09/30/2022,Watauga,8175145855,"$6,61,720","$74,332","$40,600","$8,65,205","$8,77,069",Y,Y,"82,965","7,147","19,669","11,993","1,41,259","61,346","13,498","50,324","7,219","1,42,038",Y,30,"4,031","24,169","2,108",52
Nicholas P Sims Library & Lyceum,"43,368",10-01-2021,09/30/2022,Waxahachie,9729372671,"$8,00,057","$40,171","$33,360","$11,49,440","$12,45,244",Y,Y,"53,852","4,176","30,001","5,251","98,781","64,403","13,406","39,759","20,580","1,45,543",Y,34,"3,928","45,991","1,894",51
Weatherford Public Library,"1,16,118",10-01-2021,09/30/2022,Weatherford,8175984150,"$7,56,730","$1,24,991","$23,702","$10,36,505","$10,69,587",Y,Y,"89,700","3,098","18,158","10,685","1,28,496","67,870","24,303","1,26,541","27,915","3,18,887",Y,9,"5,028","1,03,312","2,380",52
Weimar Public Library,"3,229",10-01-2021,09/30/2022,Weimar,9797256608,"$66,537","$4,488","$1,500","$1,12,506","$1,17,506",Y,Y,"13,816",464,759,426,"17,348","6,926","1,494","2,302","1,185","6,471",Y,6,347,0,"1,674",51
Collingsworth Public Library,"2,615",09-01-2021,08/31/2022,Wellington,8064473183,"$1,30,110","$19,006","$6,690",$0,"$1,79,914",Y,Y,"24,215","1,104","20,452","2,048","49,569","21,365","1,196","14,404",257,"17,683",Y,6,650,"4,207","2,114",50
Rube Sessions Memorial Library,867,01-01-2022,12/31/2022,Wells,9368674757,"$34,963",$965,$0,"$6,063","$22,858",Y,Y,"12,510",32,0,0,"12,983","2,187","1,918","1,498",0,"2,137",Y,12,449,0,"1,472",40
