Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Quitman Public Library,"6,327",10-01-2018,9/30/2019,Quitman,9037634191,"$82,196","$2,335","$1,900",$0,$0,Yes,Yes,"26,320",676,525,0,"29,476","54,450","8,246","45,240",620,"51,972",Yes,14,"25,550",0,"1,664",52
Rankin Public Library,"2,000",01-01-2019,12/31/2019,Rankin,4326932881,"$88,055","$13,691",$0,$0,$0,Yes,Yes,"23,832",669,0,0,"24,847","29,119","1,292","9,056",0,"14,837",Yes,8,"7,854",0,"1,960",52
Midkiff Public Library,,,,Midkiff,4325352311,,,,,,,,,,,,,,,,,,,,,,693,52
Dennis M O'Connor Public Library,"7,032",10-01-2018,9/30/2019,Refugio,3615262608,"$98,824","$7,140","$1,523",$0,$0,Yes,Yes,"15,777",416,"15,851","2,800","35,795","13,782","1,577","6,089",441,"10,066",Yes,6,"1,392",0,"2,214",49
Richardson Public Library,"1,20,981",10-01-2018,9/30/2019,Richardson,9727444350,"$31,69,020","$3,11,291","$1,79,274",$0,$0,Yes,Yes,"2,41,892","16,543","13,572","11,175","3,06,664","4,19,065","46,988","4,52,478","76,854","13,10,942",Yes,38,"34,161","16,96,804","3,426",52
Richland Hills Public Library,"8,030",10-01-2018,9/30/2019,Richland Hills,8176163760,"$2,66,994","$22,544","$8,679","$1,65,180","$1,65,180",Yes,Yes,"27,495","1,683","16,509","7,130","56,367","21,004","5,288","31,826",565,"57,111",Yes,8,"4,667",0,"2,288",52
Fort Bend County Libraries,"7,46,052",10-01-2018,9/30/2019,Richmond,2816334702,"$1,39,95,525","$14,59,546","$7,73,201",$0,"$24,723",Yes,Yes,"8,66,339","69,743","31,248","30,766","10,85,383","20,68,716","3,71,347","11,59,311","2,23,179","33,84,012",Yes,470,"3,84,259","14,94,156","3,262",52
Missouri City Branch Library,,,,Missouri City,2812382100,,,,,,,,,,,,,,,,,,,,,,783,30
Albert George Branch Library,,,,Needville,9797934270,,,,,,,,,,,,,,,,,,,,,,"1,946",52
George Memorial Library,,,,Richmond,2813424455,,,,,,,,,,,,,,,,,,,,,,"3,262",52
Fort Bend County Law Library,,,,Richmond,2813413718,,,,,,,,,,,,,,,,,,,,,,"2,220",52
Bob Lutts Fulshear/Simonton Branch Library,,,,Fulshear,2813461432,,,,,,,,,,,,,,,,,,,,,,"2,037",52
Mamie George Branch Library,,,,Stafford,2814918086,,,,,,,,,,,,,,,,,,,,,,"2,011",52
First Colony Branch Library,,,,Sugar Land,2812654444,,,,,,,,,,,,,,,,,,,,,,"2,426",52
Cinco Ranch Branch Library,,,,Katy,2813951311,,,,,,,,,,,,,,,,,,,,,,"2,435",52
Sugar Land Branch Library,,,,Sugar Land,2812778934,,,,,,,,,,,,,,,,,,,,,,"2,432",52
Sienna Branch Library,,,,Missouri City,2812382900,,,,,,,,,,,,,,,,,,,,,,"2,627",52
University Branch Library,,,,Sugar Land,2816335100,,,,,,,,,,,,,,,,,,,,,,"2,769",52
Mission Bend Branch Library,,,,Houston,8324715900,,,,,,,,,,,,,,,,,,,,,,"1,535",46
Rio Hondo Public Library,"3,904",10-01-2018,9/30/2019,Rio Hondo,9567483322,"$18,045","$4,100","$1,500",$0,$0,Yes,Yes,"12,715",69,"13,485","2,822","29,613","5,390","3,124","1,106",178,"2,377",Yes,15,"1,722",0,"1,560",52
River Oaks Public Library,"7,703",10-01-2018,9/30/2019,River Oaks,8176247344,"$35,863","$2,549","$1,500",$0,$0,Yes,Yes,"7,365",44,"9,007",477,"19,179","9,912","3,950","8,012",0,"13,828",Yes,7,"3,949",997,"1,014",52
Roanoke Public Library,"9,085",10-01-2018,9/30/2019,Roanoke,8174912691,"$5,67,111","$12,707","$14,702",$0,$0,Yes,Yes,"31,462","1,476","9,616",506,"49,922","85,263","7,483","47,246","3,078","1,25,697",Yes,16,"11,523","16,452","3,008",52
Coke County Library,"3,370",10-01-2018,9/30/2019,Robert Lee,3254532495,"$11,774","$2,293",$0,$0,$0,Yes,Yes,"11,022",271,0,0,"11,503",980,181,"1,447",0,"2,187",Yes,1,141,0,"1,040",52
Nueces County Keach Family Library,"31,530",10-01-2018,9/30/2019,Robstown,3613873431,"$4,89,566","$29,133","$12,608",$0,"$5,603",Yes,Yes,"42,826",550,"16,606","2,789","69,977","1,34,568","16,159","63,098","94,871","2,25,729",Yes,80,"9,354","2,10,795","2,443",52
Bishop Branch Library,,,,Bishop,3615842222,,,,,,,,,,,,,,,,,,,,,,917,46
Honorable Noah O Kennedy Jr Law Library,,,,Corpus Christi,3618880343,,,,,,,,,,,,,,,,,,,,,,"1,992",50
Lucy Hill Patterson Memorial Library,"5,647",10-01-2018,9/30/2019,Rockdale,5124463410,"$1,50,351","$7,840",$0,$0,$0,Yes,Yes,"23,639",462,0,0,"24,516","11,194","14,028","9,015",0,"14,028",Yes,19,"5,369",0,"2,432",52
Aransas County Public Library,"23,059",01-01-2019,12/31/2019,Rockport,3617900153,"$1,82,253","$23,314",$0,$0,"$30,500",Yes,Yes,"40,099",576,"1,681",533,"43,347","16,875","13,433","14,862","4,298","25,144",Yes,7,"5,424",0,"2,419",52
Claud H Gilmer Memorial Library,"1,928",09-01-2018,8/31/2019,Rocksprings,8306838130,"$85,901","$10,135","$19,405",$0,$0,Yes,Yes,"20,023",155,"10,919","3,561","36,236","36,000","1,387","7,626","1,613","29,746",Yes,23,"27,554","20,593","2,125",52
Rockwall County Library,"80,358",10-01-2018,9/30/2019,Rockwall,9722047700,"$9,88,796","$1,23,977","$27,872",$0,$0,Yes,Yes,"1,10,561","6,954","21,308","12,410","1,57,664","1,51,767","54,782","1,05,786","27,750","2,86,687",Yes,53,"17,782",0,"2,495",52
Rotan Public Library,"3,839",01-01-2019,12/31/2019,Rotan,3257353362,"$12,429",$0,$0,$0,$0,Yes,Yes,"13,004",199,0,0,"14,185","1,076",762,667,0,686,Yes,7,232,0,"1,040",52
Round Rock Public Library System,"1,28,739",10-01-2018,9/30/2019,Round Rock,5122187000,"$22,61,140","$1,86,961","$1,96,935",$0,$0,Yes,Yes,"1,63,939","15,865","8,577","4,768","2,08,397","4,16,391","67,892","4,04,205","1,01,540","13,10,863",Yes,60,"60,147","4,35,272","3,552",52
Singletary Memorial Library,"3,681",10-01-2018,9/30/2019,Rusk,9036835916,"$1,14,360","$8,000","$1,500",$0,$0,Yes,Yes,"28,848",373,"14,250",0,"44,790","72,145","5,092","5,671",754,"11,398",Yes,7,"36,412",0,"2,288",52
John Ed Keeter Public Library,"23,871",10-01-2018,9/30/2019,Saginaw,8172300300,"$4,71,996","$48,797","$8,027","$15,000","$15,000",Yes,Yes,"67,844","5,341","15,855","6,815","1,02,901","71,719","7,840","43,730","5,897","89,965",Yes,27,"6,830",0,"2,450",52
Tom Green County Library System,"1,18,189",10-01-2018,9/30/2019,San Angelo,3256557321,"$16,72,184","$2,85,673","$1,46,614",$0,$0,Yes,Yes,"2,48,115","8,959","20,001","7,649","2,95,393","2,50,224","77,703","2,06,992","76,359","4,27,625",Yes,32,"33,651","2,16,000","3,196",49
Angelo West Branch Library,,,,San Angelo,3256596436,,,,,,,,,,,,,,,,,,,,,,"1,932",52
North Angelo Branch Library,,,,San Angelo,3256538412,,,,,,,,,,,,,,,,,,,,,,"1,684",52
San Antonio Public Library,"18,29,577",10-01-2018,9/30/2019,San Antonio,2102072500,"$2,50,05,332","$21,66,550","$21,31,478","$12,49,672","$12,49,672",Yes,Yes,"14,95,011","1,12,260","1,42,805","69,138","20,62,598","52,92,965","10,90,391","34,42,643","16,97,061","80,01,230",Yes,840,"6,64,238","24,46,594","3,500",52
Bazan Branch Library,,,,San Antonio,2102079160,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Brook Hollow Branch Library,,,,San Antonio,2102079030,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Carver Branch Library,,,,San Antonio,2102079180,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Cody Branch Library,,,,San Antonio,2102079100,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Collins Garden Branch Library,,,,San Antonio,2102079120,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Cortez Branch Library,,,,San Antonio,2102079130,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Johnston Branch Library,,,,San Antonio,2102079240,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Landa Branch Library,,,,San Antonio,2102079090,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Las Palmas Branch Library,,,,San Antonio,2102079200,,,,,,,,,,,,,,,,,,,,,,"2,782",52
McCreless Branch Library,,,,San Antonio,2102079170,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Memorial Branch Library,,,,San Antonio,2102079140,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Tobin Library,,,,San Antonio,2102079040,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Pan American Branch Library,,,,San Antonio,2102079150,,,,,,,,,,,,,,,,,,,,,,"2,782",52
San Pedro Branch Library,,,,San Antonio,2102079050,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Westfall Branch Library,,,,San Antonio,2102079220,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Forest Hills Branch Library,,,,San Antonio,2102079230,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Thousand Oaks Branch Library,,,,San Antonio,2102079190,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Great Northwest Branch Library,,,,San Antonio,2102079210,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Guerra Branch Library,,,,San Antonio,2102079070,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Semmes Branch Library,,,,San Antonio,2102079110,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Maverick Branch Library,,,,San Antonio,2102079060,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Igo Branch Library,,,,San Antonio,2102079080,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Pruitt Branch Library,,,,San Antonio,2106501122,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Mission Branch Library,,,,San Antonio,2102072704,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Parman Library,,,,San Antonio,2102072703,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Kampmann Library Portal,,,,San Antonio,2102072611,,,,,,,,,,,,,,,,,,,,,,"2,229",52
Encino Branch Library,,,,San Antonio,2102079250,,,,,,,,,,,,,,,,,,,,,,"2,782",52
Potranco Branch Library,,,,San Antonio,2102079280,,,,,,,,,,,,,,,,,,,,,,"2,784",52
Schaefer Branch Library,,,,San Antonio,2102079300,,,,,,,,,,,,,,,,,,,,,,"2,782",52
San Augustine Public Library,"8,232",07-01-2018,6/30/2019,San Augustine,9362755367,"$1,18,513","$12,117","$3,643",$0,"$5,000",Yes,Yes,"23,238","1,006","1,476",0,"27,879","14,991","5,057","15,651","1,688","20,529",Yes,11,"8,657",0,"2,295",50
San Benito Public Library,"34,526",10-01-2018,9/30/2019,San Benito,9563613860,"$2,15,708","$17,293","$6,000",$0,$0,Yes,Yes,"36,086",0,0,0,"41,590","72,013","38,969","15,066",0,"21,488",Yes,24,"12,433",0,"2,624",52
San Juan Memorial Library,"56,596",10-01-2018,9/30/2019,San Juan,9567020926,"$2,60,424","$4,011",$0,$0,$0,Yes,Yes,"38,051",152,"9,580","11,314","62,742","33,306","22,222","6,408",0,"18,203",Yes,60,"11,438","5,79,404","3,034",51
San Marcos Public Library,"79,458",10-01-2018,9/30/2019,San Marcos,5123938200,"$15,14,351","$1,28,496","$33,743",$0,$0,Yes,Yes,"1,52,857","4,028","17,317","10,333","1,99,372","3,97,275","44,744","2,18,280","52,815","4,96,077",Yes,38,"62,552",0,"3,512",52
Rylander Memorial Library,"6,054",10-01-2018,9/30/2019,San Saba,3253723079,"$41,426","$9,856","$1,500",$0,$0,Yes,Yes,"16,220",878,"19,224","4,625","41,352","11,114","2,644","9,833","1,488","13,009",Yes,7,"1,173",0,"1,675",52
Terrell County Public Library,823,10-01-2018,9/30/2019,Sanderson,4323452294,"$16,792","$6,442",$0,$0,$0,Yes,Yes,"22,497",243,0,0,"24,597","3,606",316,"6,721",0,"7,076",Yes,5,913,0,996,52
Mae S Bruce Library,"15,656",10-01-2018,9/30/2019,Santa Fe,4099255540,"$1,99,511","$12,834","$7,404",$0,$0,Yes,Yes,"26,169",636,"50,798","19,892","98,634","29,561","3,646","14,673","7,140","39,418",Yes,8,"6,489","8,078","2,175",50
Schertz Public Library,"1,08,335",10-01-2018,9/30/2019,Schertz,2106191700,"$7,86,234","$86,568","$33,480",$0,$0,Yes,Yes,"81,027","3,534","8,304","11,514","1,14,776","2,37,821","33,104","1,36,333","25,867","3,81,550",Yes,52,"31,832","53,894","3,097",52
Schulenburg Public Library,"2,920",10-01-2018,9/30/2019,Schulenburg,9797433345,"$1,79,879","$8,185","$4,500",$0,$0,Yes,Yes,"41,341",489,"5,992",847,"52,528","18,435","4,156","24,037",341,"33,427",Yes,20,"4,405","11,278","2,282",52
Virgil & Josephine Gordon Memorial Library,"10,721",01-01-2019,12/31/2019,Sealy,9798857469,"$88,951","$8,167",$0,$0,$0,Yes,Yes,"36,390",570,0,0,"38,844","12,571","13,500","9,645",0,"13,710",Yes,10,"7,142",0,"1,995",52
Seguin Public Library,"40,412",10-01-2018,9/30/2019,Seguin,8304012422,"$9,81,614","$66,254","$27,631",$0,$0,Yes,Yes,"70,450","1,821","1,18,822","31,073","2,25,650","1,63,294","20,706","1,46,965","21,836","2,86,436",Yes,66,"31,268","64,695","3,231",51
Gaines County Library,"20,901",10-01-2018,9/30/2019,Seminole,4327584007,"$3,62,308","$30,708","$4,310",$0,$0,Yes,Yes,"46,309","1,606","16,418","1,755","69,015","49,663","6,680","24,709","3,830","78,590",Yes,15,"2,833","7,471","2,213",52
Gaines County Library-Seagraves,,,,Seagraves,8065462480,,,,,,,,,,,,,,,,,,,,,,"1,953",52
Shamrock Community Library,"5,191",01-01-2019,12/31/2019,Shamrock,8062563921,"$19,254","$4,627",$0,$0,"$4,000",Yes,Yes,"30,500",0,"5,544","1,389","37,433","4,200","1,880","2,085",366,"6,189",Yes,4,980,0,"1,000",52
Shepherd Public Library,"2,384",10-01-2018,9/30/2019,Shepherd,9366283515,"$1,15,786","$6,414",$0,$0,$0,Yes,Yes,"6,434",442,0,0,"8,761",0,"4,768","4,358",0,"4,596",Yes,10,0,0,"1,700",51
Sheridan Memorial Library,"5,331",01-01-2019,12/31/2019,Sheridan,9792345154,"$11,500","$2,500",$0,$0,$0,No,Yes,"7,913",0,0,0,"9,023",955,520,525,0,575,Yes,3,520,0,"1,300",52
Sherman Public Library,"42,462",10-01-2018,9/30/2019,Sherman,9038927240,"$5,63,119","$44,752","$32,024",$0,$0,Yes,Yes,"49,605","4,664","26,728","5,293","90,603","1,52,500","30,852","59,907","20,094","1,37,442",Yes,20,"18,375","16,149","2,727",52
Silsbee Public Library,"12,215",10-01-2018,9/30/2019,Silsbee,4093854831,"$1,39,804","$19,028",$0,$0,$0,Yes,Yes,"50,330",912,"70,881","23,333","1,50,469","31,935","5,376","16,823",670,"28,819",Yes,10,"4,762",0,"2,456",52
Sinton Public Library,"7,999",10-01-2018,9/30/2019,Sinton,3613644545,"$1,74,686","$11,150",$0,$0,$0,Yes,Yes,"21,114",378,0,0,"22,456","15,785","7,354","6,333",0,"11,550",Yes,12,"5,018",0,"2,480",52
Smithville Public Library,"16,861",10-01-2018,9/30/2019,Smithville,5122373282,"$2,29,827","$25,152","$1,608",$0,$0,Yes,Yes,"40,713","1,682","13,735","2,154","62,361","32,037","9,518","49,779","2,922","64,675",Yes,19,"6,087",0,"2,194",52
Scurry County Library,"16,866",01-01-2019,12/31/2019,Snyder,3255735572,"$3,27,891","$23,986",$0,$0,$0,Yes,Yes,"66,017","2,074","3,870","1,210","75,505","59,338","10,396","36,501","3,771","59,033",Yes,17,"8,854",0,"2,391",52
Sutton County Library,"3,758",10-01-2018,9/30/2019,Sonora,3253872111,"$1,32,361","$6,365","$1,500",$0,"$51,292",Yes,Yes,"15,042","1,765","7,177","1,912","25,988","15,208","2,271","2,052",520,"3,967",Yes,10,"2,938",0,"2,298",52
Alma M Carpenter Public Library,"3,451",01-01-2019,12/31/2019,Sour Lake,4092873592,"$63,141","$4,800",$0,$0,$0,Yes,Yes,"15,982",550,0,0,"17,434","11,440","4,185","7,189",0,"7,925",Yes,5,"1,838",0,"2,604",52
Hansford County Library,"5,463",01-01-2019,12/31/2019,Spearman,8066592231,"$69,232","$13,142",$0,$0,$0,Yes,Yes,"20,011","1,225","5,680","1,416","30,146","8,992","1,257","9,352","1,288","13,972",Yes,6,440,"1,647","1,725",52
Dickens County Spur Public Library,"2,249",09-01-2018,8/31/2019,Spur,8062713714,"$10,693","$4,139","$2,273",$0,$0,Yes,Yes,"14,894",183,"19,596",0,"35,334","3,667",895,"3,429","1,281","5,414",Yes,8,898,0,"1,000",52
Martin County Library,"5,753",01-01-2019,12/31/2019,Stanton,4327562472,"$1,48,582","$24,938",$0,$0,$0,Yes,Yes,"25,901",938,0,0,"28,670","16,809","3,423","9,432",0,"11,644",Yes,16,"3,418",0,"1,944",52
Stephenville Public Library,"21,164",10-01-2018,9/30/2019,Stephenville,2549181240,"$1,83,370","$18,065","$4,056",$0,$0,Yes,Yes,"31,835",935,18,0,"39,862","54,658","20,556","33,007",0,"54,048",Yes,10,"20,579",0,"2,000",52
Sherman County Public Library,"3,079",10-01-2018,9/30/2019,Stratford,8063662200,"$98,681","$11,551",$0,$0,$0,Yes,Yes,"20,001","2,576","5,544","1,389","31,207","16,476",440,"16,821","1,834","25,829",Yes,13,"4,308",0,"2,012",52
Sulphur Springs Public Library,0,10-01-2018,9/30/2019,Sulphur Springs,9038854926,$0,"$24,206","$6,000",$0,$0,Yes,Yes,"41,531","1,788","26,505","5,266","76,520","56,228","13,514","20,577","8,078","48,334",Yes,24,"11,333",,"2,548",52
County-City Library,"14,751",10-01-2018,9/30/2019,Sweetwater,3252354978,"$2,10,495","$13,465","$3,000",$0,$0,Yes,Yes,"40,231","1,469","8,644","1,928","53,639","33,164","10,225","21,049","2,931","33,697",Yes,9,"3,964",0,"2,022",52
City County Library,"5,877",10-01-2018,9/30/2019,Tahoka,8065614050,"$93,668","$6,995","$1,147",$0,$0,Yes,Yes,"6,244",783,"2,263",623,"10,487","10,585","1,578","3,994","1,052","11,687",Yes,4,466,496,"1,973",52
Taylor Public Library,"17,167",10-01-2018,9/30/2019,Taylor,5123523434,"$3,53,847","$30,733",$0,$0,$0,Yes,Yes,"57,129",832,"3,079","1,120","63,629","62,367","13,141","20,745","5,172","49,934",Yes,14,"18,274","14,356","2,616",48
Teague Public Library,"10,808",10-01-2018,9/30/2019,Teague,2547393311,"$82,014","$21,650",$0,$0,$0,Yes,Yes,"20,374",134,0,0,"20,905","26,775","4,025","18,469",0,"20,905",Yes,6,"8,600",0,"2,359",52
Temple Public Library,"76,256",10-01-2018,9/30/2019,Temple,2542985555,"$12,08,941","$1,60,623","$13,465",$0,$0,Yes,Yes,"1,78,941","8,612","20,860","5,216","2,24,203","2,41,523","65,207","2,13,440","32,317","3,84,068",Yes,33,"34,133","2,09,882","3,364",52
Temple Public Library Bookmobile,,,,Temple,2542985288,,,,,,,,,,,,,,,,,,,,,,720,52
Riter C Hulsey Public Library,"53,711",10-01-2018,9/30/2019,Terrell,9725516663,"$7,33,119","$20,203","$27,428",$0,$0,Yes,Yes,"68,154","1,638","26,035","13,434","1,12,931","92,239","7,880","32,925","59,866","1,38,526",Yes,13,"20,264","33,939","2,244",51
Texarkana Public Library,"37,295",10-01-2018,9/30/2019,Texarkana,9037942149,"$6,80,031","$50,589","$25,546",$0,$0,Yes,Yes,"80,898","4,401",389,"2,410","96,380","1,35,544","38,357","1,31,693",792,"1,69,923",Yes,20,"26,785","24,835","3,178",52
Moore Memorial Public Library,"56,965",10-01-2018,9/30/2019,Texas City,4096435970,"$7,54,052","$1,23,794","$1,17,339",$0,$0,Yes,Yes,"1,50,000","4,866","10,000",950,"1,90,838","91,737","22,867","68,809","9,138","1,18,044",Yes,43,"31,104","39,429","2,521",47
The Colony Public Library,"58,173",10-01-2018,9/30/2019,The Colony,9726251900,"$9,85,933","$43,335","$45,893",$0,$0,Yes,Yes,"59,273","3,237","16,185","8,937","93,855","64,562","19,101","54,239","19,191","1,43,041",Yes,30,"13,387","31,319","2,282",51
Swisher County Library,"7,462",10-01-2018,9/30/2019,Tulia,8069953447,"$79,478","$10,794",$361,$0,$0,Yes,Yes,"12,515",791,"5,544","1,389","20,410","16,462","2,044","7,166","3,669","14,462",Yes,7,"2,336","10,401","2,115",52
Tyler Public Library,"1,05,729",10-01-2018,9/30/2019,Tyler,9035937323,"$10,65,967","$92,405","$55,414",$0,$0,Yes,Yes,"1,75,310","6,597","26,518","5,226","2,28,038","3,86,133","9,540","1,33,181","32,285","3,01,371",Yes,30,"26,396",0,"2,310",52
El Progreso Memorial Library,"21,598",07-01-2018,6/30/2019,Uvalde,8302782017,"$2,18,885","$12,037",$0,$0,$0,Yes,Yes,"67,585",968,"5,530","1,403","77,302","56,800","20,121","59,550","2,280","87,696",Yes,16,"9,000",0,"2,288",52
Van Alstyne Public Library,"6,469",10-01-2018,9/30/2019,Van Alstyne,9034825991,"$1,48,341","$8,450",$0,$0,$0,Yes,Yes,"17,798",681,0,0,"19,341","20,491","2,599","15,210",0,"27,651",Yes,15,"2,298","5,694","1,872",52
Van Horn City County Library,"2,204",04-01-2018,3/31/2019,Van Horn,4322832855,"$1,07,173","$4,096",$0,$0,$0,Yes,Yes,"18,952",447,0,0,"19,686","7,395",333,"1,213",0,"1,655",Yes,6,"1,098",0,"1,936",52
Carnegie City-County Library,"12,820",10-01-2018,9/30/2019,Vernon,9405522462,"$92,495","$12,094",$0,$0,$0,Yes,Yes,"29,851","2,026",0,0,"33,618","17,225","7,850","25,171",0,"34,166",Yes,9,"8,550",0,"1,645",52
Victoria Public Library,"92,035",10-01-2018,9/30/2019,Victoria,3614853304,"$12,77,924","$1,59,777","$1,07,968",$0,$0,Yes,Yes,"86,359","10,161","24,360","3,849","1,38,145","1,96,602","43,022","2,23,481","25,885","3,68,526",Yes,36,"57,504","57,630","3,019",52
Vidor Public Library,"10,522",10-01-2018,9/30/2019,Vidor,4097697148,"$1,44,755","$17,950","$3,000",$0,$0,Yes,Yes,"38,285",655,"18,919","1,082","61,597","29,213","7,966","14,075","3,558","27,850",Yes,7,"3,487","2,024","2,250",50
Waco-McLennan County Library,"2,13,884",10-01-2018,9/30/2019,Waco,2547505941,"$26,18,471","$4,31,719","$78,942",$0,$0,Yes,Yes,"2,89,337","17,841","4,384","2,037","3,37,512","3,77,801","77,271","3,28,505","37,362","6,86,197",Yes,152,"65,344","2,11,897","3,042",52
East Waco Library,,,,Waco,2547508620,,,,,,,,,,,,,,,,,,,,,,"2,642",52
South Waco Library,,,,Waco,2547508621,,,,,,,,,,,,,,,,,,,,,,"2,642",52
West Waco Library & Genealogy Center,,,,Waco,2547456018,,,,,,,,,,,,,,,,,,,,,,"2,774",52
Austin County Library System,"15,002",10-01-2018,9/30/2019,Wallis,9794786813,"$1,28,085","$10,000","$1,600",$0,$0,Yes,Yes,"38,947",973,0,0,"43,744","22,594","4,991","19,584",0,"26,908",Yes,13,"3,372",0,"1,174",52
West End Library,,,,Industry,9793574434,,,,,,,,,,,,,,,,,,,,,,"1,487",52
Knox Memorial Library,,,,Wallis,9794786813,,,,,,,,,,,,,,,,,,,,,,"1,487",52
Nicholas P Sims Library & Lyceum,"36,807",10-01-2018,9/30/2019,Waxahachie,9729372671,"$7,88,445","$49,255","$22,783","$2,00,000","$5,62,392",Yes,Yes,"55,920","4,235","26,544","5,206","97,130","2,74,281","28,625","69,265","17,207","1,79,963",Yes,34,"10,739","40,174","2,231",51
Weatherford Public Library,"1,05,320",10-01-2018,9/30/2019,Weatherford,8175984150,"$8,39,358","$1,22,217","$19,080",$0,$0,Yes,Yes,"82,384","3,886","16,188","6,890","1,16,718","1,31,689","25,964","1,68,492","39,484","3,55,393",Yes,16,"15,370","1,63,926","2,996",52
Collingsworth Public Library,"2,962",09-01-2018,8/31/2019,Wellington,8064473183,"$1,09,383","$18,510","$5,308",$0,$0,Yes,Yes,"24,167",899,"5,547","1,391","33,686","32,506","1,314","14,799",902,"30,872",Yes,9,"1,340","1,33,753","2,391",51
Mayor Joe V Sanchez Public Library,"62,715",10-01-2018,9/30/2019,Weslaco,9569684533,"$4,91,858","$41,958","$19,963",$0,$0,Yes,Yes,"85,811","2,185","9,580","11,314","1,11,071","2,43,434","40,785","13,845","3,625","47,580",Yes,75,"70,503","1,10,094","3,144",52
Wharton County Library,"41,619",01-01-2019,12/31/2019,Wharton,9795328080,"$7,73,699","$62,327","$9,777",$0,"$24,576",Yes,Yes,"1,10,182","3,316","51,336","20,555","1,89,408","1,98,472","18,190","59,498","11,794","1,41,352",Yes,38,"18,621","36,000","2,579",51
East Bernard Branch Library,,,,East Bernard,9793356142,,,,,,,,,,,,,,,,,,,,,,"1,354",51
El Campo Branch Library,,,,El Campo,9795432362,,,,,,,,,,,,,,,,,,,,,,"2,382",51
Louise Branch Library,,,,Louise,9796482018,,,,,,,,,,,,,,,,,,,,,,598,51
White Settlement Public Library,"17,896",10-01-2018,9/30/2019,White Settlement,8173670166,"$2,65,580","$27,473","$3,000",$0,$0,Yes,Yes,"55,740",697,"16,557","7,118","84,557","74,596","5,824","38,598","3,941","74,415",Yes,17,"9,683","4,217","2,610",51
Whitesboro Public Library,"6,198",10-01-2018,9/30/2019,Whitesboro,9035645432,"$2,02,082","$18,599","$5,001",$0,$0,Yes,Yes,"39,978","2,089","23,666",0,"66,943","65,040","15,576","55,421",948,"70,402",Yes,18,"7,488","4,322","2,483",52
Whitewright Public Library,"2,584",10-01-2018,9/30/2019,Whitewright,9033642955,"$53,596","$3,650","$1,000",$0,$0,Yes,Yes,"12,560",903,"26,540","5,278","47,842","9,702","2,474","11,604","4,720","24,371",Yes,5,"2,168","1,817","1,746",52
Wichita Falls Public Library,"1,04,576",10-01-2018,9/30/2019,Wichita Falls,9407670868,"$9,26,505","$1,72,887","$1,00,607",$0,$0,Yes,Yes,"1,40,544","7,736","4,28,694","3,57,415","9,76,145","1,52,890","51,611","2,22,313","38,702","3,66,800",Yes,32,"24,489","1,58,623","2,882",52
Wimberley Village Library,"23,478",01-01-2019,12/31/2019,Wimberley,5128472188,"$2,75,544","$46,966","$21,498",$0,$0,Yes,Yes,"33,709","1,149","17,735","10,993","67,487","92,976","7,893","77,927","12,612","1,37,179",Yes,13,"13,183",0,"2,704",52
Winters Public Library,"4,932",01-01-2019,12/31/2019,Winters,3257544251,"$11,147","$1,282",$0,$0,$0,Yes,Yes,"9,282",313,0,0,"9,711","8,000","2,345","1,250",0,"2,093",Yes,7,"1,200",0,"1,306",52
Wolfe City Public Library,"3,387",01-01-2019,12/31/2019,Wolfe City,9034967311,"$17,579","$1,380",$0,$0,$0,Yes,Yes,"16,896",235,0,0,"17,658","4,109","3,229","2,363",0,"4,039",Yes,10,868,0,"1,643",52
